concept_id,concept_code,concept_name,codeset
40490520,448609001,Diffuse non-Hodgkin's lymphoma of ovary,cancer_dx
40488897,448213004,Diffuse non-Hodgkin's lymphoma of prostate,cancer_dx
40486167,449217008,Diffuse non-Hodgkin's lymphoma of skin,cancer_dx
40486166,449216004,Diffuse non-Hodgkin's lymphoma of soft tissue,cancer_dx
40490988,448663003,Diffuse non-Hodgkin's lymphoma of stomach,cancer_dx
40489960,448465000,Diffuse non-Hodgkin's lymphoma of testis,cancer_dx
40493514,449173006,Diffuse non-Hodgkin's lymphoma of tonsil,cancer_dx
40490518,448607004,Diffuse non-Hodgkin's lymphoma of uterine cervix,cancer_dx
4002356,109968002,"Diffuse non-Hodgkin's lymphoma, small cell (clinical)",cancer_dx
4003180,109967007,"Diffuse non-Hodgkin's lymphoma, small cleaved cell (clinical)",cancer_dx
4003831,109964000,"Diffuse non-Hodgkin's lymphoma, undifferentiated",cancer_dx
4096969,188679001,Diffuse non-Hodgkin's lymphoma undifferentiated (diffuse),cancer_dx
46270966,708971008,Diffuse sclerosing papillary thyroid carcinoma,cancer_dx
4111931,254709009,Digital papillary eccrine carcinoma of skin,cancer_dx
37018869,6.1301E+13,Disorder of central nervous system co-occurrent and due to acute lymphoid leukemia,cancer_dx
37018868,6.1291E+13,Disorder of central nervous system co-occurrent and due to acute lymphoid leukemia in remission,cancer_dx
438701,285645000,Disseminated malignancy of unknown primary,cancer_dx
4116077,254874008,Dysgerminoma of ovary,cancer_dx
4290984,400173004,Eccrine carcinoma of skin,cancer_dx
4300570,403939009,Eccrine ductal carcinoma,cancer_dx
4112753,254708001,Eccrine porocarcinoma,cancer_dx
4300682,404051002,Embryonal rhabdomyosarcoma,cancer_dx
37396736,716648006,Embryonal sarcoma of liver,cancer_dx
37115735,732201008,Endometrial carcinosarcoma,cancer_dx
44783285,699356008,Endometrial stromal sarcoma,cancer_dx
4082919,278060005,Endometrioid carcinoma of prostate,cancer_dx
4112857,254852002,Endometrioid carcinoma ovary,cancer_dx
4082627,277654008,Enteropathy-associated T-cell lymphoma,cancer_dx
37396184,715901002,Ependymoblastoma,cancer_dx
4140471,427038005,Epidermal growth factor receptor negative non-small cell lung cancer,cancer_dx
4143825,426964009,Epidermal growth factor receptor positive non-small cell lung cancer,cancer_dx
4111949,254800003,Epithelioid cell sarcoma of skin,cancer_dx
4298140,403981003,Epithelioid hemangioendothelioma,cancer_dx
3655297,860831008,Epithelioid hemangioendothelioma of liver,cancer_dx
4111807,254635004,Epithelioid hemangioendothelioma of lung,cancer_dx
4298153,404038007,Epithelioid malignant nerve sheath tumor,cancer_dx
37204279,782827000,Epithelioid sarcoma,cancer_dx
43530969,609515005,Epithelioid trophoblastic tumor,cancer_dx
4166588,275265005,Epithelioma basal cell,cancer_dx
4263684,60620005,Epsilon heavy chain disease,cancer_dx
37396688,716586009,Epstein-Barr virus associated gastric carcinoma,cancer_dx
37399015,716788007,Epstein-Barr virus positive diffuse large B-cell lymphoma of elderly,cancer_dx
4297351,404114005,Erythrodermic mycosis fungoides,cancer_dx
138099,93451002,"Erythroleukemia, FAB M6",cancer_dx
4139358,426642002,"Erythroleukemia, FAB M6 in remission",cancer_dx
438383,109994006,Essential thrombocythemia,cancer_dx
37018581,7.8411E+13,Ewing sarcoma of bone of pelvis,cancer_dx
37018645,9.1041E+13,Ewing sarcoma of bone structure of upper limb,cancer_dx
4144193,307608006,Ewing's sarcoma of bone,cancer_dx
40487487,447951009,Ewing's sarcoma of soft tissue,cancer_dx
36713366,6.83991E+14,Extensive stage primary small cell carcinoma of lung,cancer_dx
4112758,254727007,Extramammary Paget's disease of skin,cancer_dx
4094548,188718006,Extramedullary plasmacytoma,cancer_dx
40482893,445269007,Extranodal marginal zone B-cell lymphoma of mucosa-associated lymphoid tissue (MALT-lymphoma),cancer_dx
4212994,414166008,"Extranodal NK/T-cell lymphoma, nasal type",cancer_dx
37396737,716649003,Extraovarian primary peritoneal carcinoma,cancer_dx
4299132,404089007,Extrarenal rhabdoid tumor,cancer_dx
4298240,404077005,Extraskeletal osteosarcoma,cancer_dx
37206370,786038001,Familial nonmedullary thyroid carcinoma,cancer_dx
37396743,716657000,Familial papillary thyroid carcinoma with renal papillary neoplasia syndrome,cancer_dx
4131920,127066000,Familial polycythemia vera,cancer_dx
36713420,717736007,Familial renal cell carcinoma,cancer_dx
4115293,254703005,Fibroepithelioma of Pinkus,cancer_dx
4099699,253018005,Fibrolamellar hepatocellular carcinoma,cancer_dx
40488419,448139005,Fibrosarcoma of connective tissue,cancer_dx
4095441,187822008,Fibrosarcoma of spleen,cancer_dx
4111952,254820002,Follicular atrophoderma and basal cell epitheliomata,cancer_dx
4299152,404147001,Follicular center B-cell lymphoma (nodal/systemic with skin involvement),cancer_dx
764922,8.4811E+13,Follicular dendritic sarcoma of intraabdominal lymph node,cancer_dx
764923,8.4831E+13,Follicular dendritic sarcoma of lymph nodes of multiple sites,cancer_dx
4079288,277618009,Follicular low grade B-cell lymphoma,cancer_dx
35610325,1.09186E+15,"Follicular lymphoma, cutaneous follicle centre",cancer_dx
44808015,8.47481E+14,Follicular lymphoma grade 1,cancer_dx
44814156,8.47631E+14,Follicular lymphoma grade 2,cancer_dx
44808028,8.47651E+14,Follicular lymphoma grade 3,cancer_dx
44808117,8.47691E+14,Follicular lymphoma grade 3a,cancer_dx
44808118,8.47701E+14,Follicular lymphoma grade 3b,cancer_dx
36715795,721555001,Follicular lymphoma of small intestine,cancer_dx
4173977,277624003,Follicular malignant lymphoma - mixed cell type,cancer_dx
4079289,277625002,Follicular malignant lymphoma - small cleaved cell,cancer_dx
4301661,404109006,Follicular mucinosis type mycosis fungoides,cancer_dx
4147411,308121000,Follicular non-Hodgkin's lymphoma,cancer_dx
45765919,702977001,Follicular non-Hodgkin's lymphoma diffuse follicle center cell sub-type grade 2,cancer_dx
45765770,702786004,Follicular non-Hodgkin's lymphoma diffuse follicle center sub-type grade 1,cancer_dx
4003833,109972003,"Follicular non-Hodgkin's lymphoma, large cell (clinical)",cancer_dx
4001329,109971005,"Follicular non-Hodgkin's lymphoma, mixed small cleaved cell and large cell (clinical)",cancer_dx
40490991,448666006,Follicular non-Hodgkin's lymphoma of bone,cancer_dx
40492940,448995000,Follicular non-Hodgkin's lymphoma of central nervous system,cancer_dx
40490467,448561007,Follicular non-Hodgkin's lymphoma of extranodal site,cancer_dx
40487142,449419008,Follicular non-Hodgkin's lymphoma of intestine,cancer_dx
40490998,448672006,Follicular non-Hodgkin's lymphoma of lung,cancer_dx
36684826,3.54851E+14,Follicular non-Hodgkin's lymphoma of lymph nodes of multiple sites,cancer_dx
40486169,449219006,Follicular non-Hodgkin's lymphoma of nasopharynx,cancer_dx
40488917,448231003,Follicular non-Hodgkin's lymphoma of nose,cancer_dx
40493017,449063007,Follicular non-Hodgkin's lymphoma of oral cavity,cancer_dx
40486654,449307001,Follicular non-Hodgkin's lymphoma of ovary,cancer_dx
40488901,448217003,Follicular non-Hodgkin's lymphoma of prostate,cancer_dx
40492018,448865007,Follicular non-Hodgkin's lymphoma of skin,cancer_dx
40489407,448317000,Follicular non-Hodgkin's lymphoma of soft tissue,cancer_dx
40486173,449222008,Follicular non-Hodgkin's lymphoma of stomach,cancer_dx
40487141,449418000,Follicular non-Hodgkin's lymphoma of testis,cancer_dx
40493011,449058008,Follicular non-Hodgkin's lymphoma of tonsil,cancer_dx
40493012,449059000,Follicular non-Hodgkin's lymphoma of uterine cervix,cancer_dx
4002357,109970006,"Follicular non-Hodgkin's lymphoma, small cleaved cell (clinical)",cancer_dx
4097572,188672005,Follicular non-Hodgkin's mixed small cleaved and large cell lymphoma,cancer_dx
4111010,255028004,Follicular thyroid carcinoma,cancer_dx
4002360,109984001,Gamma heavy chain disease (clinical),cancer_dx
37016149,1.16381E+14,Ganglioneuroblastoma,cancer_dx
37116899,733926004,Ganglioneuroblastoma of central nervous system,cancer_dx
3655294,860828007,Gastrointestinal stromal neoplasm of overlapping lesion of small intestine,cancer_dx
3655296,860830009,Gastrointestinal stromal neoplasm of overlapping lesion of stomach,cancer_dx
4300698,404121005,Generalized pagetoid reticulosis,cancer_dx
35624616,767444009,"Germline BRCA-mutated, HER2-negative metastatic breast cancer",cancer_dx
4110590,254631008,Giant cell carcinoma of lung,cancer_dx
4301635,404016005,Giant cell malignant fibrous histiocytoma of skin,cancer_dx
44783559,699659007,Glandular malignant peripheral nerve sheath tumor,cancer_dx
35614875,766930002,Glassy cell carcinoma of cervix uteri,cancer_dx
40571980,393563007,Glioblastoma multiforme,cancer_dx
4174444,276828006,Glioblastoma multiforme of brain,cancer_dx
37016197,1.47131E+14,Glioblastoma multiforme of central nervous system,cancer_dx
4081049,276829003,Glioblastoma multiforme of spinal cord,cancer_dx
37204210,782722002,"Global developmental delay, lung cysts, overgrowth, Wilms tumor syndrome",cancer_dx
762782,4.31911E+14,Gnathic osteosarcoma,cancer_dx
4287999,69408002,Gorlin syndrome,cancer_dx
36684443,6.7771E+13,Grade 2 astrocytoma of brain,cancer_dx
36684447,9.0831E+13,Grade 4 malignant glioma of brain,cancer_dx
4301779,404155008,Granulocytic sarcoma affecting skin,cancer_dx
4299140,404112009,Granulomatous mycosis fungoides,cancer_dx
4112862,254863004,Granulosa cell tumor of ovary,cancer_dx
4038845,118613001,Hairy cell leukemia (clinical),cancer_dx
4245460,93151007,Hairy cell leukemia of spleen,cancer_dx
4082459,277568007,Hairy cell leukemia variant,cancer_dx
4288751,68979007,Heavy chain disease,cancer_dx
4001172,109843000,Hepatoblastoma,cancer_dx
44783557,699657009,Hepatosplenic gamma-delta cell lymphoma,cancer_dx
40483374,445406001,Hepatosplenic T-cell lymphoma,cancer_dx
35622779,764961009,Hereditary clear cell renal cell carcinoma,cancer_dx
37396884,716859000,Hereditary diffuse carcinoma of stomach,cancer_dx
36674976,771080008,Hereditary site-specific ovarian cancer syndrome,cancer_dx
36684449,1.00721E+14,High grade astrocytoma of brain,cancer_dx
4079692,277617004,High grade B-cell lymphoma,cancer_dx
44783287,699358009,High grade endometrial stromal sarcoma,cancer_dx
36676729,773775004,High-grade neuroendocrine carcinoma of cervix uteri,cancer_dx
36676728,773774000,High-grade neuroendocrine carcinoma of corpus uteri,cancer_dx
4079696,277643003,High grade T-cell lymphoma,cancer_dx
4146032,307650006,Histiocytic medullary reticulosis,cancer_dx
4002494,109988003,Histiocytic sarcoma (clinical),cancer_dx
4198567,315058005,HNPCC - hereditary nonpolyposis colon cancer,cancer_dx
4330242,431396003,Human epidermal growth factor 2 negative carcinoma of breast,cancer_dx
4307263,423158009,Hurthle cell carcinoma of thyroid,cancer_dx
40571991,393573009,Hypereosinophilic syndrome,cancer_dx
4175688,278189009,Hypergranular promyelocytic leukemia,cancer_dx
4299139,404110001,Hypomelanotic mycosis fungoides,cancer_dx
4308623,423294001,Idiopathic hypereosinophilic syndrome,cancer_dx
4111355,285420006,IgA myeloma,cancer_dx
4112310,285422003,IgD myeloma,cancer_dx
4111356,285421005,IgG myeloma,cancer_dx
4003836,109985000,Immunoproliferative small intestinal disease (clinical),cancer_dx
36715591,721313009,Indeterminate dendritic cell neoplasm,cancer_dx
4259972,441313008,Indolent multiple myeloma,cancer_dx
4300585,403996004,Infantile fibrosarcoma,cancer_dx
37208322,1.08009E+15,Infiltrating ductal carcinoma of axillary tail of left female breast,cancer_dx
37208326,1.08017E+15,Infiltrating ductal carcinoma of axillary tail of right female breast,cancer_dx
36717260,1.08011E+15,Infiltrating ductal carcinoma of central portion of left female breast,cancer_dx
36712721,1.08019E+15,Infiltrating ductal carcinoma of central portion of right female breast,cancer_dx
37208324,1.08012E+15,Infiltrating ductal carcinoma of lower inner quadrant of left female breast,cancer_dx
37208328,1.0802E+15,Infiltrating ductal carcinoma of lower inner quadrant of right female breast,cancer_dx
37208325,1.08013E+15,Infiltrating ductal carcinoma of lower outer quadrant of left female breast,cancer_dx
37208329,1.08021E+15,Infiltrating ductal carcinoma of lower outer quadrant of right female breast,cancer_dx
36712719,1.08015E+15,Infiltrating ductal carcinoma of upper inner quadrant of left female breast,cancer_dx
36712722,1.08023E+15,Infiltrating ductal carcinoma of upper inner quadrant of right female breast,cancer_dx
36712720,1.08016E+15,Infiltrating ductal carcinoma of upper outer quadrant of left female breast,cancer_dx
36712723,1.08024E+15,Infiltrating ductal carcinoma of upper outer quadrant of right female breast,cancer_dx
761170,1.56358E+16,Infiltrating duct carcinoma of bilateral female breasts,cancer_dx
4237178,408643008,Infiltrating duct carcinoma of breast,cancer_dx
40492507,448952004,Infiltrating duct carcinoma of female breast,cancer_dx
759932,1.0801E+15,Infiltrating duct carcinoma of left female breast,cancer_dx
37311236,823017009,Infiltrating duct carcinoma of prostate,cancer_dx
759933,1.08018E+15,Infiltrating duct carcinoma of right female breast,cancer_dx
4080865,278054005,Infiltrating lobular carcinoma of breast,cancer_dx
36712724,1.08026E+15,Infiltrating lobular carcinoma of left female breast,cancer_dx
36712725,1.08034E+15,Infiltrating lobular carcinoma of right female breast,cancer_dx
4112074,254840009,Inflammatory carcinoma of breast,cancer_dx
4298149,404017001,Inflammatory malignant fibrous histiocytoma of skin,cancer_dx
35622760,764940002,Inherited acute myeloid leukemia,cancer_dx
37396006,715664005,Interdigitating dendritic cell sarcoma,cancer_dx
4110167,285776004,Intermediate grade B-cell lymphoma,cancer_dx
4001664,109842005,Intrahepatic bile duct carcinoma,cancer_dx
37116830,733834006,Invasive carcinoma of uterine cervix co-occurrent with human immunodeficiency virus infection,cancer_dx
36683250,780821007,Invasive intraductal papillary-mucinous carcinoma of pancreas,cancer_dx
4309817,423829008,Invasive vulval Paget's disease,cancer_dx
4082481,277587001,Juvenile chronic myeloid leukemia,cancer_dx
40482847,445227008,Juvenile myelomonocytic leukemia,cancer_dx
37311926,788972003,Juvenile myelomonocytic leukemia in remission,cancer_dx
198085,109389001,Kaposi's sarcoma of gastrointestinal tract,cancer_dx
140958,109388009,Kaposi's sarcoma of palate,cancer_dx
258981,109386008,Kaposi's sarcoma of skin,cancer_dx
4188299,414553000,Kappa light chain myeloma,cancer_dx
44782582,698011002,Keratinizing squamous cell carcinoma of nasopharynx,cancer_dx
4098954,253017000,Klatskin's tumor,cancer_dx
4197600,313427003,Lambda light chain myeloma,cancer_dx
4038846,118614007,"Langerhans cell histiocytosis, disseminated (clinical)",cancer_dx
37110403,724649000,Langerhans cell sarcoma,cancer_dx
3655629,866098005,Large B-cell lymphoma arising in HHV8-associated multicentric Castleman disease,cancer_dx
45765769,702785000,Large cell anaplastic lymphoma T cell and Null cell type,cancer_dx
36686537,1.22356E+16,Large cell carcinoma of left lung,cancer_dx
4110589,254629004,Large cell carcinoma of lung,cancer_dx
4314040,424938000,"Large cell carcinoma of lung, TNM stage 1",cancer_dx
4307118,423050000,"Large cell carcinoma of lung, TNM stage 2",cancer_dx
4312768,424970000,"Large cell carcinoma of lung, TNM stage 3",cancer_dx
4313751,423600008,"Large cell carcinoma of lung, TNM stage 4",cancer_dx
36686538,1.22356E+16,Large cell carcinoma of right lung,cancer_dx
44784172,698200003,Large cell Ewing sarcoma of bone,cancer_dx
4082460,277569004,Large granular lymphocytic leukemia,cancer_dx
4116198,302837001,Lentigo maligna melanoma,cancer_dx
133511,58961005,Lethal midline granuloma,cancer_dx
439761,93141006,Letterer-Siwe disease of extranodal AND/OR solid organ site,cancer_dx
444467,93133006,Letterer-Siwe disease of intra-abdominal lymph nodes,cancer_dx
196363,93134000,Letterer-Siwe disease of intrapelvic lymph nodes,cancer_dx
434595,93135004,Letterer-Siwe disease of intrathoracic lymph nodes,cancer_dx
444466,93136003,Letterer-Siwe disease of lymph nodes of axilla AND/OR upper limb,cancer_dx
436362,93137007,"Letterer-Siwe disease of lymph nodes of head, face AND/OR neck",cancer_dx
444465,93138002,Letterer-Siwe disease of lymph nodes of inguinal region AND/OR lower limb,cancer_dx
141814,93139005,Letterer-Siwe disease of lymph nodes of multiple sites,cancer_dx
197816,93140007,Letterer-Siwe disease of spleen,cancer_dx
317510,93143009,Leukemia,cancer_dx
135766,93142004,Leukemia in remission,cancer_dx
4300784,404152006,Leukemic infiltration of skin in acute myeloid leukemia,cancer_dx
4299154,404153001,Leukemic infiltration of skin in chronic myeloid leukemia,cancer_dx
4299151,404139001,Leukemic infiltration of skin in hairy-cell leukemia,cancer_dx
4299155,404154007,Leukemic infiltration of skin in monocytic leukemia,cancer_dx
4299153,404151004,Leukemic infiltration of skin in myeloid leukemia,cancer_dx
132852,93152000,Leukemic reticuloendotheliosis of extranodal AND/OR solid organ site,cancer_dx
193429,93144003,Leukemic reticuloendotheliosis of intra-abdominal lymph nodes,cancer_dx
196650,93145002,Leukemic reticuloendotheliosis of intrapelvic lymph nodes,cancer_dx
442095,93146001,Leukemic reticuloendotheliosis of intrathoracic lymph nodes,cancer_dx
439269,188648000,Leukemic reticuloendotheliosis of lymph nodes of axilla and upper limb,cancer_dx
132570,188645002,"Leukemic reticuloendotheliosis of lymph nodes of head, face and neck",cancer_dx
439268,188649008,Leukemic reticuloendotheliosis of lymph nodes of inguinal region and lower limb,cancer_dx
318989,93150008,Leukemic reticuloendotheliosis of lymph nodes of multiple sites,cancer_dx
4082464,277579002,Light chain myeloma,cancer_dx
36715854,721629005,Linitis plastica of stomach,cancer_dx
4110857,254829001,Liposarcoma,cancer_dx
40490459,448554008,Liposarcoma of connective tissue,cancer_dx
4116219,254993006,Liposarcoma of orbit,cancer_dx
4001171,109841003,Liver cell carcinoma,cancer_dx
4112102,255191003,Localized malignant reticulohistiocytoma,cancer_dx
4297352,404120006,Localized pagetoid reticulosis,cancer_dx
4293714,403458008,Localized skin involvement by breast carcinoma,cancer_dx
36684450,1.00731E+14,Low grade astrocytoma of brain,cancer_dx
4173973,277615007,Low grade B-cell lymphoma,cancer_dx
44783286,699357004,Low grade endometrial stromal sarcoma,cancer_dx
36684446,9.0811E+13,Low grade malignant glioma of brain,cancer_dx
37204365,783006001,Low-grade neuroendocrine neoplasm of corpus uteri,cancer_dx
4082491,277642008,Low grade T-cell lymphoma,cancer_dx
3655640,866109006,Lymphocytic hypereosinophilic syndrome,cancer_dx
35622758,764938007,Lymphoepithelial carcinoma,cancer_dx
4002358,109976000,Lymphoepithelioid lymphoma (clinical),cancer_dx
132853,188725004,Lymphoid leukemia,cancer_dx
760934,1.22951E+14,Lymphoid leukemia in relapse,cancer_dx
134596,93169003,Lymphoid leukemia in remission,cancer_dx
4030667,236513009,Lymphoma of kidney,cancer_dx
4300696,404111002,Lymphomatoid papulosis-associated mycosis fungoides,cancer_dx
4173962,277570003,Lymphoma with spill,cancer_dx
4300783,404149003,"Lymphoplasmacytic B-cell lymphoma, nodal/systemic with skin involvement",cancer_dx
440957,188487008,Lymphosarcoma and reticulosarcoma,cancer_dx
197228,188502002,Lymphosarcoma of intra-abdominal lymph nodes,cancer_dx
135194,188501009,Lymphosarcoma of intrathoracic lymph nodes,cancer_dx
441803,188503007,Lymphosarcoma of lymph nodes of axilla and upper limb,cancer_dx
438380,188500005,"Lymphosarcoma of lymph nodes of head, face and neck",cancer_dx
318697,188507008,Lymphosarcoma of lymph nodes of multiple sites,cancer_dx
195201,188506004,Lymphosarcoma of spleen,cancer_dx
37017087,713290004,Malignant ameloblastoma of mandible,cancer_dx
4112968,254973003,Malignant astrocytoma of optic nerve,cancer_dx
4141249,307603002,Malignant blue nevus of skin,cancer_dx
40482859,445238008,Malignant carcinoid tumor,cancer_dx
761916,1.92681E+14,Malignant carcinoid tumor of appendix,cancer_dx
760958,1.23721E+14,Malignant carcinoid tumor of ascending colon,cancer_dx
37111619,726653000,Malignant carcinoid tumor of bronchus,cancer_dx
760959,1.23731E+14,Malignant carcinoid tumor of cecum,cancer_dx
37111620,726654006,Malignant carcinoid tumor of colon,cancer_dx
760957,1.23701E+14,Malignant carcinoid tumor of descending colon,cancer_dx
760961,1.23761E+14,Malignant carcinoid tumor of duodenum,cancer_dx
761917,1.92701E+14,Malignant carcinoid tumor of ileum,cancer_dx
760960,1.23751E+14,Malignant carcinoid tumor of jejunum,cancer_dx
37017321,713574000,Malignant carcinoid tumor of kidney,cancer_dx
765058,1.23741E+14,Malignant carcinoid tumor of large intestine,cancer_dx
765056,1.23661E+14,Malignant carcinoid tumor of lung,cancer_dx
765387,1.43401E+14,Malignant carcinoid tumor of pancreas,cancer_dx
37018934,713573006,Malignant carcinoid tumor of rectum,cancer_dx
46271402,709517003,Malignant carcinoid tumor of small intestine,cancer_dx
46271647,709830006,Malignant carcinoid tumor of stomach,cancer_dx
37111618,726652005,Malignant carcinoid tumor of thymus,cancer_dx
4300571,403943008,Malignant chondroid syringoma,cancer_dx
4297193,403942003,Malignant eccrine spiradenoma,cancer_dx
40481499,443439001,Malignant fibrous histiocytoma,cancer_dx
4116220,254996003,Malignant fibrous histiocytoma of orbit,cancer_dx
4300670,404014008,Malignant fibrous histiocytoma of skin,cancer_dx
4174443,276826005,Malignant glioma of brain,cancer_dx
4308934,424276002,Malignant glioma of brainstem,cancer_dx
37018641,8.7151E+13,Malignant glioma of central nervous system,cancer_dx
37018640,8.7121E+13,Malignant glioma of cerebellum,cancer_dx
37018638,8.7091E+13,Malignant glioma of cerebrum,cancer_dx
37018884,2.34941E+14,Malignant glioma of eye,cancer_dx
37018639,8.7111E+13,Malignant glioma of hypothalamus,cancer_dx
4171275,276827001,Malignant glioma of spinal cord,cancer_dx
4298154,404041003,Malignant granular cell tumor,cancer_dx
45765460,702405001,Malignant granulosa cell tumor of testis,cancer_dx
4112979,254995004,Malignant hemangiopericytoma of orbit,cancer_dx
4110740,254797000,Malignant hemangiopericytoma of skin,cancer_dx
4041104,118612006,Malignant histiocytosis (clinical),cancer_dx
4300790,404169008,Malignant histiocytosis involving skin,cancer_dx
436929,93190006,Malignant histiocytosis of extranodal AND/OR solid organ site,cancer_dx
198098,93182006,Malignant histiocytosis of intra-abdominal lymph nodes,cancer_dx
192270,93183001,Malignant histiocytosis of intrapelvic lymph nodes,cancer_dx
441812,93184007,Malignant histiocytosis of intrathoracic lymph nodes,cancer_dx
435200,93185008,Malignant histiocytosis of lymph nodes of axilla AND/OR upper limb,cancer_dx
4097570,188641006,Malignant histiocytosis of lymph nodes of axilla and upper limb,cancer_dx
441525,93186009,"Malignant histiocytosis of lymph nodes of head, face AND/OR neck",cancer_dx
4096965,188642004,Malignant histiocytosis of lymph nodes of inguinal region and lower limb,cancer_dx
197232,93187000,Malignant histiocytosis of lymph nodes of inguinal region AND/OR lower limb,cancer_dx
321815,93188005,Malignant histiocytosis of lymph nodes of multiple sites,cancer_dx
193721,93189002,Malignant histiocytosis of spleen,cancer_dx
4003834,109980005,Malignant immunoproliferative disease (clinical),cancer_dx
37017016,713189001,Malignant insulinoma,cancer_dx
4175532,278055006,Malignant Leydig cell tumor of testis,cancer_dx
4146630,307637005,"Malignant lymphoma, centroblastic-centrocytic, follicular",cancer_dx
4141258,307647008,"Malignant lymphoma, centroblastic type, follicular",cancer_dx
4146024,307625008,Malignant lymphoma - centrocytic,cancer_dx
4116341,303017006,"Malignant lymphoma, convoluted cell type",cancer_dx
4123298,303055001,"Malignant lymphoma, follicular center cell",cancer_dx
4121853,303056000,"Malignant lymphoma, follicular center cell, cleaved",cancer_dx
4121970,303057009,"Malignant lymphoma, follicular center cell, non-cleaved",cancer_dx
4153374,371134001,"Malignant lymphoma, large cell, polymorphous, immunoblastic",cancer_dx
440350,274905008,"Malignant lymphoma - lymphocytic, intermediate differentiation",cancer_dx
4146031,307646004,"Malignant lymphoma, lymphocytic, poorly differentiated, nodular",cancer_dx
4141255,307623001,Malignant lymphoma - lymphoplasmacytic,cancer_dx
4146027,307636001,"Malignant lymphoma, mixed lymphocytic-histiocytic, nodular",cancer_dx
4094544,188676008,Malignant lymphoma - mixed small and large cell,cancer_dx
4091916,188675007,Malignant lymphoma - small cleaved cell,cancer_dx
37312143,789689004,Malignant lymphomatoid granulomatosis,cancer_dx
37312142,789690008,Malignant lymphomatoid granulomatosis of lung,cancer_dx
4040379,118615008,Malignant mast cell tumor (clinical),cancer_dx
4245916,93200005,Malignant mast cell tumor of intra-abdominal lymph nodes,cancer_dx
200667,93201009,Malignant mast cell tumor of intrapelvic lymph nodes,cancer_dx
434601,93202002,Malignant mast cell tumor of intrathoracic lymph nodes,cancer_dx
441245,93203007,Malignant mast cell tumor of lymph nodes of axilla AND/OR upper limb,cancer_dx
435495,93204001,"Malignant mast cell tumor of lymph nodes of head, face AND/OR neck",cancer_dx
198705,93205000,Malignant mast cell tumor of lymph nodes of inguinal region AND/OR lower limb,cancer_dx
4218170,416901002,Malignant medulloepithelioma of ciliary body,cancer_dx
4110727,254733003,Malignant melanoma arising in intradermal nevus,cancer_dx
3663221,866082003,Malignant melanoma of lacrimal drainage system,cancer_dx
3655614,866079008,Malignant melanoma of lacrimal gland,cancer_dx
3655608,866073009,Malignant melanoma of overlapping lesion of eye and adnexa,cancer_dx
37017114,713327005,Malignant meningioma of meninges of brain,cancer_dx
4112969,254975005,Malignant meningioma of optic nerve sheath,cancer_dx
3655605,866070007,Malignant mesenchymal neoplasm of bile duct,cancer_dx
3655606,866071006,Malignant mesenchymal neoplasm of gallbladder,cancer_dx
4032870,109383000,Malignant mesothelioma of pericardium,cancer_dx
4111917,254645002,Malignant mesothelioma of pleura,cancer_dx
762802,4.32131E+14,Malignant mesothelioma of the tunica vaginalis,cancer_dx
37312118,789721005,Malignant middle ear paraganglioma,cancer_dx
4314314,425225007,Malignant mixed tumor of salivary gland,cancer_dx
4311283,423691004,Malignant neoplasm of gum and contiguous sites,cancer_dx
4091486,188256008,Malignant neoplasm of overlapping lesion of urinary organs,cancer_dx
37018661,9.6981E+13,Malignant neoplasm of rectosigmoid junction metastatic to brain,cancer_dx
4092513,188157005,"Malignant neoplasm, overlapping lesion of breast",cancer_dx
4092515,188180002,"Malignant neoplasm, overlapping lesion of cervix uteri",cancer_dx
4089661,187757001,"Malignant neoplasm, overlapping lesion of colon",cancer_dx
439685,187824009,"Malignant neoplasm, overlapping lesion of digestive system",cancer_dx
3655603,866068003,Malignant nerve sheath neoplasm of overlapping lesion of peripheral nerves and autonomic nervous system,cancer_dx
3655604,866069006,Malignant nerve sheath neoplasm of peripheral nerve of abdomen,cancer_dx
3655627,866096009,Malignant nerve sheath neoplasm of peripheral nerve of head and neck,cancer_dx
3655625,866094007,Malignant nerve sheath neoplasm of peripheral nerve of pelvis,cancer_dx
3655626,866095008,Malignant nerve sheath neoplasm of peripheral nerve of thorax,cancer_dx
3655624,866093001,Malignant nerve sheath neoplasm of peripheral nerve of upper limb,cancer_dx
37018875,1.33531E+14,Malignant neuroendocrine tumor,cancer_dx
46271921,710195004,Malignant odontogenic neoplasm of lower jaw,cancer_dx
46271922,710196003,Malignant odontogenic tumor of upper jaw,cancer_dx
4229398,404664002,Malignant optic glioma,cancer_dx
45766300,703429003,Malignant optic glioma of adulthood,cancer_dx
42539510,761958009,Malignant perineurioma,cancer_dx
4301642,404037002,Malignant peripheral nerve sheath tumor,cancer_dx
37016244,2.1851E+13,Malignant pheochromocytoma,cancer_dx
4112854,254844000,Malignant phyllodes tumor of breast,cancer_dx
37311919,788979007,Malignant pilonidal cyst,cancer_dx
37311849,816205008,Malignant pituitary blastoma,cancer_dx
37018672,1.23631E+14,Malignant poorly differentiated neuroendocrine carcinoma,cancer_dx
4116074,254860001,Malignant sex cord tumor of ovary,cancer_dx
45763941,700488005,Malignant sex cord tumor of testis,cancer_dx
40480205,444596001,Malignant thymoma,cancer_dx
4300679,404040002,Malignant Triton tumor,cancer_dx
4281034,369538008,Malignant tumor involving left broad ligament by metastasis from ovary,cancer_dx
4289686,369540003,Malignant tumor involving right broad ligament by metastasis from ovary,cancer_dx
