"concept_id","concept_name","concept_code","vocabulary_id","category"
41002665,"Enalapril 20 MG Oral Tablet [Enalapril Almus]","OMOP2200627","RxNorm Extension","raas"
35766505,"Amlodipine 5 MG / olmesartan 20 MG Delayed Release Oral Tablet Box of 28","OMOP2767966","RxNorm Extension","raas"
43281939,"Amlodipine 5 MG / telmisartan 80 MG Oral Tablet [PRITOR] Box of 56","OMOP543524","RxNorm Extension","raas"
41041338,"irbesartan 150 MG Oral Tablet [Karvea] Box of 28 by Emra-Med","OMOP2239300","RxNorm Extension","raas"
2065110,"telmisartan Oral Tablet [SARMI]","OMOP4966427","RxNorm Extension","raas"
43189776,"Hydrochlorothiazide 12.5 MG / irbesartan 300 MG Delayed Release Oral Tablet [IRBESARTAN/HYDROCHLOROTHIAZIDE ARROW GENERIQUES] Box of 90 by Arrow","OMOP446540","RxNorm Extension","raas"
41094935,"Hydrochlorothiazide 12.5 MG / Ramipril 2.5 MG Oral Tablet [Ramipril Hct G] Box of 100","OMOP2292897","RxNorm Extension","raas"
42950887,"Losartan 100 MG Oral Tablet [LOSACATAN]","OMOP4677460","RxNorm Extension","raas"
41004804,"Captopril 25 MG Oral Tablet [Capto Dura M] Box of 50","OMOP2202766","RxNorm Extension","raas"
19135441,"amlodipine 5 MG / hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet","848140","RxNorm","raas"
35743964,"Amlodipine 10 MG / valsartan 160 MG Delayed Release Oral Tablet [Exforge] Box of 28 by Sigma-Tau","OMOP2745425","RxNorm Extension","raas"
21043272,"Lisinopril 5 MG Oral Tablet by DE","OMOP373620","RxNorm Extension","raas"
43660297,"Losartan 12.5 MG [Losartan Stada]","OMOP691650","RxNorm Extension","raas"
43849806,"1.25 ML Enalapril 1 MG/ML Injectable Solution [Enahexal] Box of 5 by Hexal","OMOP742237","RxNorm Extension","raas"
43708077,"Hydrochlorothiazide 12.5 MG / olmesartan 20 MG Oral Tablet [Olmetec Plus] by DAIICHI SANKYO EUROPE (ALLEMAGNE)","OMOP801037","RxNorm Extension","raas"
36510152,"Enalapril 10 MG / lercanidipine 10 MG [Ena Lerca]","OMOP4835226","RxNorm Extension","raas"
2061844,"hydrochlorothiazide 12.5 MG / irbesartan 300 MG [BESARTANPLUS]","OMOP4963079","RxNorm Extension","raas"
43730281,"Captopril 6.25 MG [Captogamma 6,25]","OMOP661313","RxNorm Extension","raas"
44177871,"Amlodipine 6.94 MG / Losartan 50 MG Oral Tablet [Losamlo] Box of 60","OMOP3054594","RxNorm Extension","raas"
44073366,"Hydrochlorothiazide 12.5 MG / Losartan 50 MG Oral Tablet [LOSARTAN MYLAN]","OMOP1067997","RxNorm Extension","raas"
21112725,"Captopril Oral Tablet [Captomex]","OMOP386361","RxNorm Extension","raas"
44076522,"Enalapril 4 MG Oral Tablet [Ratio-Enalapril] by TEVA","OMOP1071153","RxNorm Extension","raas"
21155417,"Losartan 100 MG Oral Tablet Box of 28 by Mawdsley-Brooks","OMOP282470","RxNorm Extension","raas"
21104654,"Cilazapril 2.5 MG Oral Tablet [Vascace]","OMOP253265","RxNorm Extension","raas"
43032407,"Enalapril 20 MG Oral Tablet Box of 84 by Mylan","OMOP4847458","RxNorm Extension","raas"
40845318,"Hydrochlorothiazide 25 MG / Ramipril 5 MG Oral Tablet [Ramipril Eu]","OMOP2043280","RxNorm Extension","raas"
41213990,"valsartan 160 MG Delayed Release Oral Tablet [Valsartan Beta]","OMOP2411952","RxNorm Extension","raas"
43177358,"Hydrochlorothiazide 12.5 MG / Ramipril 5 MG [RAMIPRIL/HYDROCHLOROTHIAZIDE E]","OMOP465578","RxNorm Extension","raas"
41189408,"Fosinopril 20 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Fosino Teva] Box of 100","OMOP2387370","RxNorm Extension","raas"
41027933,"Ramipril 5 MG Extended Release Oral Tablet [Ramipril Al] Box of 20","OMOP2225895","RxNorm Extension","raas"
1367538,"Losartan 25 MG","316172","RxNorm","raas"
42955589,"Hydrochlorothiazide 12.5 MG / olmesartan 20 MG Oral Tablet [OLGOTAN PLUS]","OMOP4682127","RxNorm Extension","raas"
2059372,"hydrochlorothiazide 12.5 MG / losartan 91.6 MG [BR SARTAN PLUS PRO]","OMOP4960448","RxNorm Extension","raas"
44040924,"Ramipril 10 MG [Pms-Ramipril]","OMOP1035555","RxNorm Extension","raas"
994860,"Amlodipine 10 MG / olmesartan 40 MG Oral Tablet Box of 28 by Betapharm","OMOP4821372","RxNorm Extension","raas"
42657844,"Lisinopril 5 MG Oral Tablet Box of 30 by TEVA","OMOP4869411","RxNorm Extension","raas"
43696322,"candesartan 32 MG [Candecor]","OMOP695166","RxNorm Extension","raas"
21053130,"quinapril 5 MG Oral Tablet by Phoenix Labs","OMOP374086","RxNorm Extension","raas"
44022635,"Teva-Losartan/Hctz","OMOP1017266","RxNorm Extension","raas"
42482842,"candesartan 8 MG Oral Tablet [Atacand] Box of 30","OMOP421075","RxNorm Extension","raas"
19120180,"Hydrochlorothiazide 25 MG / moexipril 15 MG [Uniretic]","573010","RxNorm","raas"
43617973,"Hydrochlorothiazide 12.5 MG / Lisinopril 10 MG [Lisilich Comp]","OMOP789376","RxNorm Extension","raas"
41094874,"Hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet [Valsartan Beta]","OMOP2292836","RxNorm Extension","raas"
21072823,"Hydrochlorothiazide 12.5 MG / Lisinopril 20 MG Oral Tablet [Lisicostad] Box of 28","OMOP373853","RxNorm Extension","raas"
41063255,"Hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet [Valsartan Hct] Box of 28","OMOP2261217","RxNorm Extension","raas"
43211696,"Hydrochlorothiazide 25 MG / telmisartan 80 MG Oral Tablet [TELMISARTAN/HYDROCHLOROTHIAZIDE E] Box of 90","OMOP447455","RxNorm Extension","raas"
43274091,"telmisartan 80 MG Oral Tablet [Mizart]","OMOP549658","RxNorm Extension","raas"
43205406,"Fosinopril 10 MG Oral Tablet [FOZITEC] Box of 30 by Merck","OMOP488139","RxNorm Extension","raas"
2066123,"amlodipine 5 MG / valsartan 160 MG Oral Tablet [LEVOVALSA] by Ahngook New Pharm","OMOP4967472","RxNorm Extension","raas"
41117033,"Fosinopril 5 MG Oral Tablet Box of 100","OMOP2314995","RxNorm Extension","raas"
42955911,"olmesartan Oral Tablet [PRISARTAN]","OMOP4682452","RxNorm Extension","raas"
2012509,"hydrochlorothiazide 25 MG / losartan 91.6 MG Oral Tablet [ZARTAN PLUS-F]","OMOP4960409","RxNorm Extension","raas"
44071592,"Enalapril 4 MG / Hydrochlorothiazide 12.5 MG Oral Tablet","OMOP1066223","RxNorm Extension","raas"
41188074,"irbesartan 300 MG Delayed Release Oral Tablet [Irbesartan Actavis]","OMOP2386036","RxNorm Extension","raas"
41308827,"Ramipril 10 MG Oral Capsule [Ramipril Isis]","OMOP2506789","RxNorm Extension","raas"
41078494,"Hydrochlorothiazide 12.5 MG / valsartan 80 MG [Valsacor]","OMOP2276456","RxNorm Extension","raas"
42950478,"Amlodipine / Losartan Oral Tablet [DISSARTAN]","OMOP4677053","RxNorm Extension","raas"
2063302,"amlodipine 5 MG / losartan 91.6 MG [MAXSARTAN]","OMOP4964550","RxNorm Extension","raas"
43292790,"Amlodipine 5 MG / valsartan 80 MG Oral Tablet Box of 56","OMOP544503","RxNorm Extension","raas"
40163142,"indapamide 1.25 MG / perindopril erbumine 4 MG Oral Tablet","854993","RxNorm","raas"
21174968,"Losartan 100 MG Oral Tablet Box of 28 by Wockhardt","OMOP282493","RxNorm Extension","raas"
43180341,"irbesartan 75 MG Delayed Release Oral Tablet [Aprovel] Box of 30 by Sanofi","OMOP459863","RxNorm Extension","raas"
40723756,"Lisinopril 5 MG Oral Tablet by Sigma","OMOP4733941","RxNorm Extension","raas"
41062675,"irbesartan 75 MG Delayed Release Oral Tablet [Irbesartan Micro Labs] Box of 28","OMOP2260637","RxNorm Extension","raas"
41165360,"olmesartan 40 MG Oral Tablet [Olmetec] Box of 28 by DAIICHI SANKYO EUROPE (ALLEMAGNE)","OMOP2363322","RxNorm Extension","raas"
43292758,"Amlodipine 10 MG / Hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet [Exforge HCT] Box of 14","OMOP541346","RxNorm Extension","raas"
43155885,"valsartan 40 MG Delayed Release Oral Tablet [VALSARTAN AHCL]","OMOP508014","RxNorm Extension","raas"
41112089,"valsartan Oral Tablet [Valsartan Beta]","OMOP2310051","RxNorm Extension","raas"
43276982,"Captopril 50 MG Oral Tablet [Acenorm] Box of 90","OMOP573536","RxNorm Extension","raas"
40916100,"Losartan 100 MG Oral Tablet [Lorzaar] Box of 28 by Merck","OMOP2114062","RxNorm Extension","raas"
40740464,"Losartan 100 MG Oral Tablet by Almus","OMOP4716771","RxNorm Extension","raas"
41154109,"Perindopril 1.67 MG Oral Tablet [Coversum] Box of 30","OMOP2352071","RxNorm Extension","raas"
995167,"Lisinopril 5 MG Oral Tablet [Lisinopril Puren] by Puren","OMOP4821678","RxNorm Extension","raas"
21155429,"Losartan 50 MG Oral Tablet Box of 28 by DE","OMOP282629","RxNorm Extension","raas"
43750132,"candesartan 16 MG [Candesartancilexetil Q-Pharm]","OMOP695358","RxNorm Extension","raas"
43145746,"Hydrochlorothiazide 25 MG / telmisartan 80 MG Oral Tablet [TELMISARTAN TEVA] Box of 30 by TEVA","OMOP447470","RxNorm Extension","raas"
36786996,"Amlodipine 5 MG / olmesartan 20 MG [Olmesartan / Amlodipine Krka]","OMOP4775262","RxNorm Extension","raas"
35131428,"irbesartan 200 MG Oral Tablet by Nihon","OMOP4788670","RxNorm Extension","raas"
41303538,"Indapamide 0.625 MG / Perindopril 2 MG Oral Tablet Box of 90","OMOP2501500","RxNorm Extension","raas"
43143625,"1550 MG Losartan 0.324 MG/MG Powder for Oral Suspension","OMOP509148","RxNorm Extension","raas"
40988435,"Enalapril Oral Tablet [Enalapril 1a Pharm]","OMOP2186397","RxNorm Extension","raas"
2062380,"captopril / hydrochlorothiazide Oral Tablet [CAPTOCID]","OMOP4963631","RxNorm Extension","raas"
35768965,"quinapril 20 MG Delayed Release Oral Tablet Box of 28 by Alliance","OMOP2770426","RxNorm Extension","raas"
40985603,"candesartan 4 MG [Candesartan Ratiopharm]","OMOP2183565","RxNorm Extension","raas"
43852092,"Hydrochlorothiazide 12.5 MG / Losartan 50 MG [Losartan-Hct Sandoz]","OMOP791794","RxNorm Extension","raas"
43138511,"Perindopril 3.5 MG [PERINDOPRIL ZYDUS]","OMOP480040","RxNorm Extension","raas"
41281857,"Hydrochlorothiazide 25 MG / Losartan 100 MG Oral Tablet [Losartan 1a Pharma] Box of 98","OMOP2479819","RxNorm Extension","raas"
43149422,"Perindopril 7 MG Oral Tablet [PERINDOPRIL ZENTIVA] Box of 90","OMOP480012","RxNorm Extension","raas"
43033491,"Hydrochlorothiazide 12.5 MG / valsartan 80 MG Delayed Release Oral Tablet Box of 90 by Sandoz","OMOP4848539","RxNorm Extension","raas"
42950815,"Hydrochlorothiazide / Losartan Oral Tablet [JW SHINYAK LOZALTAN PLUS]","OMOP4677388","RxNorm Extension","raas"
44017626,"Mint-Losartan","OMOP1012257","RxNorm Extension","raas"
43177342,"Ramipril 2.5 MG [RAMIPRIL EVOLUGEN]","OMOP464408","RxNorm Extension","raas"
36265884,"Amlodipine 5 MG / Perindopril 10 MG Oral Tablet [Peramteva] Box of 30","OMOP3116759","RxNorm Extension","raas"
42950641,"Hydrochlorothiazide 12.5 MG / Losartan 50 MG Oral Tablet [ROZA M]","OMOP4677214","RxNorm Extension","raas"
43035624,"valsartan 80 MG Delayed Release Oral Tablet Box of 30 by TEVA","OMOP4850669","RxNorm Extension","raas"
21023557,"Ramipril 10 MG Oral Tablet by Mylan","OMOP372996","RxNorm Extension","raas"
43815978,"Hydrochlorothiazide 12.5 MG / Losartan 50 MG Oral Tablet [Losartan Plus - 1 A Pharma]","OMOP792266","RxNorm Extension","raas"
36786637,"Hydrochlorothiazide 25 MG / Losartan 100 MG Oral Tablet [COZAAR PLUS]","OMOP4774905","RxNorm Extension","raas"
43037069,"telmisartan 40 MG Oral Tablet Box of 30 by Sandoz","OMOP4852108","RxNorm Extension","raas"
1718780,"sacubitrilat","1860608","RxNorm","raas"
43215421,"Perindopril 1.67 MG [PERINDOPRIL EVOLUGEN]","OMOP480211","RxNorm Extension","raas"
40855338,"Enalapril 10 MG / Hydrochlorothiazide 25 MG Oral Tablet [Enalapril Eu] Box of 50 by Heumann","OMOP2053300","RxNorm Extension","raas"
40802650,"Captopril Axcount","OMOP2000612","RxNorm Extension","raas"
42930370,"Amlodipine 5 MG / telmisartan 40 MG [TWINHIT]","OMOP4657135","RxNorm Extension","raas"
43136840,"Enalapril 20 MG [ENALAPRIL MYLAN]","OMOP465139","RxNorm Extension","raas"
44063841,"Enalapril 8 MG Oral Tablet [ENALAPRIL MYLAN] by Mylan","OMOP1058472","RxNorm Extension","raas"
21145741,"1 ML Perindopril 0.8 MG/ML Oral Suspension by Special Order","OMOP289693","RxNorm Extension","raas"
41188714,"Hydrochlorothiazide 25 MG / valsartan 320 MG Oral Tablet [Valsartan Hct Stada] Box of 98","OMOP2386676","RxNorm Extension","raas"
36784019,"Perindopril 5 MG Oral Tablet [PERINDOPRIL TEVA] Box of 30","OMOP4772304","RxNorm Extension","raas"
43028843,"Losartan 100 MG Oral Tablet [Cozaar] Box of 90 by MSD","OMOP4843925","RxNorm Extension","raas"
2035516,"hydrochlorothiazide 12.5 MG / olmesartan 20 MG Oral Tablet [OLMEGA PLUS] by Mirae","OMOP4934668","RxNorm Extension","raas"
40824051,"Captopril 50 MG Oral Tablet [Captopril Pb] Box of 100","OMOP2022013","RxNorm Extension","raas"
42657845,"Lisinopril 5 MG Oral Tablet Box of 56 by Eurogenerics","OMOP4869412","RxNorm Extension","raas"
43283200,"irbesartan 75 MG [Irbesat]","OMOP535404","RxNorm Extension","raas"
41036614,"benazepril 20 MG / Hydrochlorothiazide 25 MG Oral Tablet [CIBADREX] Box of 42","OMOP2234576","RxNorm Extension","raas"
41012279,"Captopril 25 MG Oral Tablet [Captopril Pfleger] Box of 100 by Dr R Pfleger","OMOP2210241","RxNorm Extension","raas"
43797895,"Enalapril 20 MG / Hydrochlorothiazide 6 MG Oral Tablet [Enalapril Plus 1a Pharma] by 1 A","OMOP785465","RxNorm Extension","raas"
41136530,"Enalapril 20 MG Oral Tablet [Ena Abz] Box of 100 by AbZ-Pharma","OMOP2334492","RxNorm Extension","raas"
41316899,"candesartan 8 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Candesartan Hexal] Box of 98","OMOP2514861","RxNorm Extension","raas"
43696102,"Losartan Oral Tablet [Losartan-Ratiopharm]","OMOP691453","RxNorm Extension","raas"
43171225,"Losartan 50 MG Delayed Release Oral Tablet [Cozaar] Box of 28 by Mediwin","OMOP477023","RxNorm Extension","raas"
41291313,"Hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet Box of 28 by Glenmark","OMOP2489275","RxNorm Extension","raas"
43257769,"trandolapril 4 MG / Verapamil 240 MG Extended Release Oral Tablet [Tarka] Box of 28","OMOP550566","RxNorm Extension","raas"
44047529,"Hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet [Ava-Valsartan]","OMOP1042160","RxNorm Extension","raas"
42941417,"Enalapril 10 MG [EFNAL]","OMOP4668064","RxNorm Extension","raas"
43211663,"Hydrochlorothiazide 25 MG / Losartan 100 MG [LOSARTAN/HYDROCHLOROTHIAZIDE ISOMED]","OMOP447099","RxNorm Extension","raas"
44087742,"telmisartan 40 MG Oral Tablet [Van-Telmisartan] by Vanc","OMOP1082373","RxNorm Extension","raas"
36268647,"Losartan 50 MG Oral Capsule [LOSARTAN EG] Box of 56 by Eurogenerics","OMOP3119522","RxNorm Extension","raas"
42927914,"telmisartan 80 MG Oral Tablet [KOLMA TELMISARTAN]","OMOP4654715","RxNorm Extension","raas"
43560163,"enalapril maleate 1 MG/ML Oral Solution","1435624","RxNorm","raas"
41166290,"Losartan 25 MG Oral Tablet [Losartan Atid] Box of 28 by Dexcel-Pharma","OMOP2364252","RxNorm Extension","raas"
783710,"Amlodipine 10 MG / Ramipril 10 MG Oral Capsule [Coramlo] Box of 98","OMOP4831540","RxNorm Extension","raas"
21089457,"Fosinopril 10 MG Oral Tablet by TEVA","OMOP349032","RxNorm Extension","raas"
42915182,"ILYANG LOSARTAN PLUS PRO","OMOP4642103","RxNorm Extension","raas"
41163936,"telmisartan 40 MG Oral Tablet [TELMISARTAN ACTAVIS] Box of 98 by Puren","OMOP2361898","RxNorm Extension","raas"
44111993,"Hydrochlorothiazide 12.5 MG / valsartan 80 MG Oral Tablet [Ava-Valsartan]","OMOP1106624","RxNorm Extension","raas"
41000432,"irbesartan 150 MG Oral Tablet [Irbesartan Puren] Box of 56","OMOP2198394","RxNorm Extension","raas"
2040656,"imidapril 10 MG Oral Tablet [IMITRIL]","OMOP4940304","RxNorm Extension","raas"
41010235,"irbesartan 75 MG Oral Tablet [Irbesartan Hormosan] Box of 56 by Hormosan","OMOP2208197","RxNorm Extension","raas"
41004761,"Captopril 12.5 MG Oral Tablet [Captopril Abz] Box of 20","OMOP2202723","RxNorm Extension","raas"
21141443,"irbesartan 60 MG/ML Oral Suspension by Special Order","OMOP374547","RxNorm Extension","raas"
43195032,"candesartan 8 MG Oral Tablet [CANDESARTAN TEVA SANTE] Box of 30","OMOP493354","RxNorm Extension","raas"
43207105,"zofenopril 57.3 MG Delayed Release Oral Tablet [ZOFENIL]","OMOP504061","RxNorm Extension","raas"
40885210,"Losartan 100 MG Oral Tablet [Losartan Heumann] Box of 98 by Heumann","OMOP2083172","RxNorm Extension","raas"
43676618,"Captopril 100 MG Oral Tablet [Captopril Al]","OMOP661305","RxNorm Extension","raas"
2063393,"amlodipine / losartan Oral Tablet [UNISARTAN]","OMOP4964637","RxNorm Extension","raas"
43132215,"IRBESARTAN ZYDUS","OMOP436758","RxNorm Extension","raas"
41245658,"telmisartan 60 MG Oral Tablet [Telmisartan Ratiopharm] Box of 98","OMOP2443620","RxNorm Extension","raas"
44112015,"Hydrochlorothiazide 25 MG / Lisinopril 20 MG Oral Tablet [LISINOPRIL SANDOZ]","OMOP1106646","RxNorm Extension","raas"
41166999,"Hydrochlorothiazide 25 MG / telmisartan 80 MG Oral Tablet [Pritor Plus] Box of 98 by Cc","OMOP2364961","RxNorm Extension","raas"
40929218,"Hydrochlorothiazide 12.5 MG / olmesartan 20 MG Oral Tablet Box of 98","OMOP2127180","RxNorm Extension","raas"
44047534,"Hydrochlorothiazide 25 MG / Losartan 100 MG Oral Tablet [Jamp-Losartan]","OMOP1042165","RxNorm Extension","raas"
36262488,"telmisartan 40 MG Oral Tablet [TELMISARTAN SANDOZ] Box of 28","OMOP3113363","RxNorm Extension","raas"
40728535,"Ramipril 2.5 MG Oral Capsule [Tritace] Box of 7","OMOP4728519","RxNorm Extension","raas"
36787110,"Amlodipine 5 MG / Hydrochlorothiazide 25 MG / olmesartan 40 MG Delayed Release Oral Tablet [Sevikar / HCT] Box of 28","OMOP4775373","RxNorm Extension","raas"
42876227,"Amlodipine 5 MG / candesartan 16 MG Oral Tablet Box of 98","OMOP4873339","RxNorm Extension","raas"
40881510,"Amlodipine 6.94 MG / Perindopril 7 MG Oral Tablet [Viacoram] Box of 90","OMOP2079472","RxNorm Extension","raas"
36880746,"Enalapril 40 MG [ENALAPRIL SANDOZ]","OMOP1003962","RxNorm Extension","raas"
21102251,"Hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet Box of 28 by Milpharm","OMOP374914","RxNorm Extension","raas"
42950520,"Hydrochlorothiazide 25 MG / Losartan 100 MG Oral Tablet [ROSATAN PLUS F]","OMOP4677095","RxNorm Extension","raas"
41246776,"Ramipril 10 MG Oral Tablet [Ramipril Corax]","OMOP2444738","RxNorm Extension","raas"
43617932,"Hydrochlorothiazide 12.5 MG / Ramipril 2.5 MG Oral Tablet [Ramiplus Al]","OMOP783890","RxNorm Extension","raas"
43166852,"valsartan 160 MG Delayed Release Oral Tablet [VALSARTAN RANBAXY]","OMOP510034","RxNorm Extension","raas"
44028478,"Hydrochlorothiazide 12.5 MG / valsartan 160 MG [Apo-Valsartan/Hctz]","OMOP1023109","RxNorm Extension","raas"
21153836,"eprosartan 600 MG Oral Tablet Box of 28 by Phoenix Labs","OMOP254091","RxNorm Extension","raas"
42950709,"Hydrochlorothiazide 12.5 MG / Losartan 50 MG [ROCATAN PLUS]","OMOP4677283","RxNorm Extension","raas"
43257415,"Ramipril 2.5 MG Oral Tablet [Vascalace] Box of 30","OMOP547317","RxNorm Extension","raas"
43695632,"Lisinopril 5 MG Oral Tablet [Lisinopril Al]","OMOP682765","RxNorm Extension","raas"
43797967,"candesartan 16 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Candesartan-Hctad] by TAD","OMOP799144","RxNorm Extension","raas"
44182469,"irbesartan 150 MG Delayed Release Oral Tablet [Aprovel] Box of 28 by Bb Farma","OMOP3059192","RxNorm Extension","raas"
40845309,"Hydrochlorothiazide 12.5 MG / Ramipril 2.5 MG Oral Tablet [Delix] Box of 50","OMOP2043271","RxNorm Extension","raas"
40938804,"Hydrochlorothiazide 12.5 MG / Losartan 100 MG Delayed Release Oral Tablet [Lorzaar] Box of 28","OMOP2136766","RxNorm Extension","raas"
35772418,"Hydrochlorothiazide 12.5 MG / Losartan 50 MG Delayed Release Oral Tablet by Sigma-Tau","OMOP2773879","RxNorm Extension","raas"
21092305,"quinapril 10 MG Oral Tablet by Mylan","OMOP373989","RxNorm Extension","raas"
42933431,"valsartan 160 MG Oral Tablet [VALSARVAN]","OMOP4660167","RxNorm Extension","raas"
43767916,"Losartan 50 MG [Losar Teva]","OMOP691717","RxNorm Extension","raas"
36787108,"Amlodipine 5 MG / Hydrochlorothiazide 25 MG / olmesartan 40 MG Delayed Release Oral Tablet [Sevikar / HCT] Box of 28 by Daiichi Sankyo","OMOP4775372","RxNorm Extension","raas"
41285589,"candesartan 16 MG Oral Tablet [Candesartan 1a Pharma] Box of 28","OMOP2483551","RxNorm Extension","raas"
21024062,"Hydrochlorothiazide 12.5 MG / telmisartan 40 MG Oral Tablet [Tolucombi] by Consilient","OMOP381926","RxNorm Extension","raas"
41074782,"candesartan 8 MG Oral Tablet [Blopress] Box of 28 by ADL","OMOP2272744","RxNorm Extension","raas"
43695624,"Lisinopril Oral Tablet [Lino]","OMOP682620","RxNorm Extension","raas"
43189820,"Hydrochlorothiazide 12.5 MG / Losartan 50 MG Delayed Release Oral Tablet [LOSARTAN/HYDROCHLOROTHIAZIDE EVOLUGEN] Box of 90","OMOP446956","RxNorm Extension","raas"
43147230,"irbesartan 300 MG Delayed Release Oral Tablet [IRBESARTAN REF] Box of 30 by Biogaran","OMOP460191","RxNorm Extension","raas"
41175507,"irbesartan Delayed Release Oral Tablet [Generitan]","OMOP2373469","RxNorm Extension","raas"
41224893,"Amlodipine 6.94 MG / telmisartan 80 MG Oral Tablet [Twynsta] Box of 98","OMOP2422855","RxNorm Extension","raas"
44034513,"Hydrochlorothiazide 25 MG / irbesartan 300 MG Oral Tablet [Ran-Irbesartan]","OMOP1029144","RxNorm Extension","raas"
35746461,"Losartan 100 MG Delayed Release Oral Tablet Box of 28 by DE","OMOP2747922","RxNorm Extension","raas"
42933020,"Amlodipine 5 MG / valsartan 160 MG Oral Tablet [VALSAPINE]","OMOP4659753","RxNorm Extension","raas"
41000641,"Indapamide 1.25 MG / Perindopril 4 MG Oral Tablet [Perindopril Indapamid Ratiopharm] Box of 30","OMOP2198603","RxNorm Extension","raas"
36784464,"Indapamide 2.5 MG / Perindopril 10 MG Delayed Release Oral Tablet","OMOP4772747","RxNorm Extension","raas"
21040973,"Perindopril 2 MG Oral Tablet [Coversyl] Box of 14 by Dowelhurst","OMOP271346","RxNorm Extension","raas"
43802190,"Captopril 25 MG [Captopril Stada]","OMOP661414","RxNorm Extension","raas"
43034034,"Perindopril 7 MG Delayed Release Oral Tablet Box of 30 by TEVA","OMOP4849080","RxNorm Extension","raas"
41040900,"Losartan 100 MG Oral Tablet [Losartan Hexal] Box of 56 by Novartis","OMOP2238862","RxNorm Extension","raas"
40877080,"Fosinopril 20 MG Oral Tablet [Dynacil] Box of 100","OMOP2075042","RxNorm Extension","raas"
43696280,"telmisartan 60 MG Oral Tablet [Telmisartan Ratiopharm] by Ratiopharm","OMOP694427","RxNorm Extension","raas"
21053526,"telmisartan 40 MG Oral Tablet by Dowelhurst","OMOP381761","RxNorm Extension","raas"
40919391,"aliskiren 150 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [RASILEZ HCT] Box of 98 by Axicorp","OMOP2117353","RxNorm Extension","raas"
21121702,"Hydrochlorothiazide 12.5 MG / quinapril 10 MG Oral Tablet [Accuretic] Box of 30 by Mawdsley-Brooks","OMOP374149","RxNorm Extension","raas"
41238878,"Captopril Oral Tablet [Coronorm]","OMOP2436840","RxNorm Extension","raas"
43182595,"Indapamide 1.25 MG / Perindopril 3.5 MG Oral Tablet [PERINDOPRIL/INDAPAMIDE TEVA] Box of 30","OMOP480410","RxNorm Extension","raas"
35869113,"valsartan 80 MG [Lanpu]","OMOP5025515","RxNorm Extension","raas"
41167055,"Hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet [Irbesartan Hormosan] Box of 56 by Hormosan","OMOP2365017","RxNorm Extension","raas"
43617974,"Hydrochlorothiazide 12.5 MG / Lisinopril 10 MG Oral Tablet [Lisodura]","OMOP789492","RxNorm Extension","raas"
21170990,"irbesartan 75 MG Oral Tablet [Aprovel] Box of 28 by Lexon","OMOP374800","RxNorm Extension","raas"
41153474,"quinapril 5 MG Delayed Release Oral Tablet [Quinapril Abz]","OMOP2351436","RxNorm Extension","raas"
43277756,"Hydrochlorothiazide / valsartan Oral Tablet [Valsartan Hctz]","OMOP534063","RxNorm Extension","raas"
21158972,"Enalapril 5 MG Oral Tablet Box of 28 by DE","OMOP291232","RxNorm Extension","raas"
2066284,"valsartan 80 MG [VZATAN]","OMOP4967640","RxNorm Extension","raas"
44086081,"Losartan 100 MG Oral Tablet [Van-Losartan]","OMOP1080712","RxNorm Extension","raas"
43167887,"Hydrochlorothiazide / telmisartan Oral Tablet [TELMISARTAN/HYDROCHLOROTHIAZIDE TEVA SANTE]","OMOP447335","RxNorm Extension","raas"
43288501,"Hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet [Abisart] Box of 30","OMOP533841","RxNorm Extension","raas"
35140112,"Cilazapril 1 MG Oral Tablet by Towa","OMOP4797259","RxNorm Extension","raas"
40822078,"valsartan 80 MG Oral Tablet [Valsartan Biomo] Box of 56","OMOP2020040","RxNorm Extension","raas"
40129721,"Hydrochlorothiazide 25 MG / irbesartan 300 MG Oral Tablet [Avalide]","602349","RxNorm","raas"
40857140,"aliskiren 300 MG Delayed Release Oral Tablet [Rasilez] Box of 28 by Aca Mueller","OMOP2055102","RxNorm Extension","raas"
41135742,"Hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet [Micardis] Box of 98 by Axicorp","OMOP2333704","RxNorm Extension","raas"
41168810,"candesartan 16 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Blopress] Box of 98 by Beragena","OMOP2366772","RxNorm Extension","raas"
40985101,"Enalapril 20 MG [Enalapril Basf]","OMOP2183063","RxNorm Extension","raas"
43133269,"Ramipril 10 MG Oral Tablet [RAMIPRIL BOUCHARA RECORDATI] Box of 30","OMOP462456","RxNorm Extension","raas"
