"concept_id","concept_name","concept_code","vocabulary_id","category"
40123665,"candesartan 16 MG [Atacand]","573258","RxNorm","raas"
44042058,"candesartan 16 MG [Act Candesartan]","OMOP1036689","RxNorm Extension","raas"
41009833,"Losartan 25 MG Oral Tablet Box of 28 by Axcount Generika","OMOP2207795","RxNorm Extension","raas"
41031509,"irbesartan 150 MG Delayed Release Oral Tablet [Aprovel] Box of 140","OMOP2229471","RxNorm Extension","raas"
42950896,"Losartan 100 MG Oral Tablet [ROSAIN]","OMOP4677469","RxNorm Extension","raas"
44188633,"Hydrochlorothiazide 12.5 MG / irbesartan 150 MG Delayed Release Oral Tablet [Irbesartan Plus Hct Hennig] Box of 98","OMOP3065356","RxNorm Extension","raas"
42950736,"Hydrochlorothiazide 12.5 MG / Losartan 50 MG [ROZA PLUS]","OMOP4677310","RxNorm Extension","raas"
40996915,"quinapril 5 MG Oral Tablet [Quinapril Heumann] Box of 50","OMOP2194877","RxNorm Extension","raas"
40906042,"Losartan 100 MG Oral Tablet [Losartan Winthrop] Box of 98","OMOP2104004","RxNorm Extension","raas"
36786942,"Amlodipine 10 MG / olmesartan 40 MG Delayed Release Oral Tablet Box of 98","OMOP4775210","RxNorm Extension","raas"
41260277,"Hydrochlorothiazide 25 MG / Losartan 100 MG Delayed Release Oral Tablet [Losartan Biomo] Box of 28 by biomo","OMOP2458239","RxNorm Extension","raas"
42933024,"Amlodipine 5 MG / valsartan 160 MG Oral Tablet [X-LOTAN]","OMOP4659756","RxNorm Extension","raas"
41285593,"candesartan 8 MG Oral Tablet [Candesartancilexetilharm] Box of 28","OMOP2483555","RxNorm Extension","raas"
41198403,"Hydrochlorothiazide 12.5 MG / Lisinopril 20 MG Oral Tablet [Lisinopril Hct] Box of 100 by AAA-Pharma","OMOP2396365","RxNorm Extension","raas"
41074742,"Captopril 25 MG Oral Tablet [Captoflux] Box of 100 by Hennig","OMOP2272704","RxNorm Extension","raas"
41207185,"Hydrochlorothiazide / valsartan Oral Tablet [Valsartan Hct Stada]","OMOP2405147","RxNorm Extension","raas"
40911936,"benazepril 10 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Benazepril Hct Awd]","OMOP2109898","RxNorm Extension","raas"
21158406,"candesartan 8 MG Oral Tablet [Amias] Box of 30 by DE","OMOP349964","RxNorm Extension","raas"
41281785,"Hydrochlorothiazide 12.5 MG / telmisartan 40 MG Oral Tablet [Micardis Plus Eup] Box of 98","OMOP2479747","RxNorm Extension","raas"
43618039,"Hydrochlorothiazide 25 MG / irbesartan 344 MG Oral Tablet [Irbecor Comp]","OMOP801533","RxNorm Extension","raas"
40832505,"Enalapril / Hydrochlorothiazide Oral Tablet [Enalapril Hct Atid]","OMOP2030467","RxNorm Extension","raas"
41112958,"irbesartan Oral Tablet [Irbesartan Hormosan]","OMOP2310920","RxNorm Extension","raas"
40971208,"Enalapril 10 MG / Hydrochlorothiazide 25 MG Oral Tablet [Enalapril Hct Teva] Box of 100","OMOP2169170","RxNorm Extension","raas"
21070024,"candesartan 32 MG Oral Tablet [Amias] by DE","OMOP350799","RxNorm Extension","raas"
21121638,"Ramipril 5 MG Oral Tablet [Tritace] Box of 28","OMOP373169","RxNorm Extension","raas"
42928061,"telmisartan Oral Tablet [TELCATAN]","OMOP4654860","RxNorm Extension","raas"
19028935,"telmisartan 40 MG Oral Tablet","205304","RxNorm","raas"
41188738,"Hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet [Telmisartan Plus Hct Al] Box of 28","OMOP2386700","RxNorm Extension","raas"
21072829,"quinapril 20 MG Oral Tablet by DE","OMOP373952","RxNorm Extension","raas"
41124771,"Losartan 25 MG Oral Tablet [Losartan Kalium Volkspharma] Box of 98","OMOP2322733","RxNorm Extension","raas"
42930026,"Amlodipine 5 MG / telmisartan 80 MG Oral Tablet [TWYNFORGE]","OMOP4656799","RxNorm Extension","raas"
40841084,"quinapril 1 MG/ML Injectable Solution [Accupro] Box of 5","OMOP2039046","RxNorm Extension","raas"
43672347,"Hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet [Codiovan Forte]","OMOP795698","RxNorm Extension","raas"
42731549,"{10 (Ramipril 10 MG Oral Capsule) / 21 (Ramipril 2.5 MG Oral Tablet) } Pack","OMOP2726982","RxNorm Extension","raas"
44186786,"aliskiren 150 MG Oral Tablet [Rasilez] Box of 98 by European","OMOP3063509","RxNorm Extension","raas"
43732212,"candesartan 32 MG [Candesartan Hexal]","OMOP695177","RxNorm Extension","raas"
41220017,"Hydrochlorothiazide 12.5 MG / Losartan 50 MG Oral Tablet [Losartan Hexal Com]","OMOP2417979","RxNorm Extension","raas"
36276450,"Hydrochlorothiazide 25 MG / olmesartan 20 MG Oral Tablet [Olmesartan Plus HCT EG] Box of 98 by Eurogenerics","OMOP3127325","RxNorm Extension","raas"
41012286,"Captopril 25 MG Oral Tablet [Capto Corax] Box of 50 by Corax","OMOP2210248","RxNorm Extension","raas"
43033670,"Hydrochlorothiazide 25 MG / irbesartan 300 MG Delayed Release Oral Tablet Box of 90 by Eurogenerics","OMOP4848716","RxNorm Extension","raas"
42950466,"Amlodipine / Losartan Oral Tablet [AMLOSAR]","OMOP4677041","RxNorm Extension","raas"
41251021,"Hydrochlorothiazide 12.5 MG / Lisinopril 20 MG Oral Tablet [LISINOPRIL ACTAVIS]","OMOP2448983","RxNorm Extension","raas"
43295416,"Ramipril 5 MG Oral Capsule by Generic Health","OMOP547236","RxNorm Extension","raas"
43202315,"irbesartan 75 MG Oral Tablet [IRBESARTAN MYLAN]","OMOP459957","RxNorm Extension","raas"
43199581,"benazepril 10 MG / Hydrochlorothiazide 12.5 MG Delayed Release Oral Tablet [BRIAZIDE] Box of 30 by Meda","OMOP486143","RxNorm Extension","raas"
41258638,"olmesartan 20 MG Delayed Release Oral Tablet [Olmetec] Box of 98 by Cc","OMOP2456600","RxNorm Extension","raas"
40740354,"Losartan 50 MG Oral Tablet Box of 56 by Bristol Labs","OMOP4716807","RxNorm Extension","raas"
41027918,"Ramipril 2.5 MG Extended Release Oral Tablet [Ramipril Al] Box of 20","OMOP2225880","RxNorm Extension","raas"
41007049,"valsartan 160 MG Oral Tablet [Valsartan Puren] Box of 98 by Puren","OMOP2205011","RxNorm Extension","raas"
2066351,"hydrochlorothiazide 12.5 MG / lisinopril 10 MG Oral Tablet [LISITAN PLUS] by Ilyang","OMOP4967711","RxNorm Extension","raas"
19132613,"hydrochlorothiazide 12.5 MG / valsartan 160 MG [Diovan HCT]","809016","RxNorm","raas"
43035628,"valsartan 80 MG Delayed Release Oral Tablet Box of 30 by Evolupharm","OMOP4850673","RxNorm Extension","raas"
43032808,"Indapamide 1.25 MG / Perindopril 3.5 MG Delayed Release Oral Tablet Box of 90 by Zentiva","OMOP4847854","RxNorm Extension","raas"
44171779,"Amlodipine 6.94 MG / Hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet [Exforge HCT] Box of 28 by Docpharm","OMOP3048502","RxNorm Extension","raas"
41019064,"Hydrochlorothiazide / telmisartan Oral Tablet [Micardis Plus Eup]","OMOP2217026","RxNorm Extension","raas"
2062274,"enalapril 10 MG Oral Tablet [NARAPRIL] by Dongkoo","OMOP4963524","RxNorm Extension","raas"
43179166,"Captopril 50 MG [CAPTOPRIL CRISTERS]","OMOP449352","RxNorm Extension","raas"
40877976,"Enalapril 20 MG Oral Tablet [Enalapril 1a Pharm]","OMOP2075938","RxNorm Extension","raas"
40916814,"Hydrochlorothiazide 25 MG / telmisartan 80 MG Oral Tablet Box of 56 by Heumann","OMOP2114776","RxNorm Extension","raas"
21133973,"eprosartan 300 MG Oral Tablet [Teveten] Box of 56","OMOP254071","RxNorm Extension","raas"
40973463,"candesartan 16 MG Oral Tablet [Candesartan 1a Pharma] Box of 56","OMOP2171425","RxNorm Extension","raas"
43036344,"Lisinopril 5 MG Oral Tablet Box of 84 by Eurogenerics","OMOP4851385","RxNorm Extension","raas"
43033448,"Hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet Box of 90 by Mylan","OMOP4848497","RxNorm Extension","raas"
35775066,"Ramipril 2.5 MG Extended Release Oral Tablet Box of 7","OMOP2776527","RxNorm Extension","raas"
43714365,"irbesartan 75 MG Oral Tablet [Irbesartan Hormosan] by Hormosan","OMOP698427","RxNorm Extension","raas"
40743143,"Captopril 5 MG/ML Oral Solution by A A H","OMOP4714010","RxNorm Extension","raas"
43293128,"candesartan 4 MG Oral Tablet Box of 30 by Stada","OMOP571005","RxNorm Extension","raas"
41248228,"olmesartan 10 MG Oral Tablet [Votum] Box of 98","OMOP2446190","RxNorm Extension","raas"
43126178,"BENAZEPRIL/HYDROCHLOROTHIAZIDE ARROW","OMOP438163","RxNorm Extension","raas"
43136318,"irbesartan 300 MG Delayed Release Oral Tablet [IRBESARTAN RATIOPHARM] Box of 30 by Ratiopharm","OMOP460186","RxNorm Extension","raas"
2066349,"hydrochlorothiazide 12.5 MG / lisinopril 20 MG [LISITAN PLUS]","OMOP4967709","RxNorm Extension","raas"
21082455,"Lisinopril 20 MG Oral Tablet by DE","OMOP373455","RxNorm Extension","raas"
40965572,"Ramipril 5 MG Oral Tablet [Ramipril Hexal] Box of 100","OMOP2163534","RxNorm Extension","raas"
43152158,"Perindopril 4 MG Oral Tablet [PERINDOPRIL RANBAXY] Box of 90 by Ranbaxy","OMOP503566","RxNorm Extension","raas"
41167044,"Hydrochlorothiazide 12.5 MG / Losartan 100 MG Oral Tablet [Losargamma] Box of 56 by Woerwag","OMOP2365006","RxNorm Extension","raas"
42960023,"fimasartan potassium 60 MG / Hydrochlorothiazide 12.5 MG [LACOR]","OMOP4686529","RxNorm Extension","raas"
43574694,"Ramipril Tad","OMOP893791","RxNorm Extension","raas"
40740458,"Losartan 100 MG Oral Tablet Box of 28 by Milpharm","OMOP4716776","RxNorm Extension","raas"
43838410,"Captopril 12.5 MG Oral Tablet [Captopril Acis] by Acis","OMOP661331","RxNorm Extension","raas"
35761754,"Perindopril 4 MG Oral Tablet [Coversyl] by Servier","OMOP2763215","RxNorm Extension","raas"
36269137,"Hydrochlorothiazide 12.5 MG / olmesartan 40 MG Oral Tablet [Belsar] Box of 98 by Menarini","OMOP3120012","RxNorm Extension","raas"
2043767,"cilazapril 2.5 MG [CILAPRIL]","OMOP4943763","RxNorm Extension","raas"
36786063,"Cilazapril 5 MG / Hydrochlorothiazide 12.5 MG Delayed Release Oral Tablet","OMOP4774340","RxNorm Extension","raas"
41124843,"Lisinopril 5 MG Oral Tablet [Lisinopril Tad] Box of 30","OMOP2322805","RxNorm Extension","raas"
43290002,"Ramipril 10 MG Oral Tablet Box of 30 by Sandoz","OMOP547196","RxNorm Extension","raas"
43281913,"Amlodipine 10 MG / Hydrochlorothiazide 25 MG / olmesartan 40 MG Oral Tablet [Sevikar] Box of 10","OMOP540523","RxNorm Extension","raas"
43266943,"irbesartan 75 MG Oral Tablet [Abisart] Box of 30","OMOP535435","RxNorm Extension","raas"
41293127,"Captopril 25 MG Oral Tablet [CAPTOPRIL SANDOZ] Box of 20 by Novartis","OMOP2491089","RxNorm Extension","raas"
41291294,"Hydrochlorothiazide 12.5 MG / valsartan 80 MG Delayed Release Oral Tablet [COTAREG] Box of 28 by Emra-Med","OMOP2489256","RxNorm Extension","raas"
44128024,"Hydrochlorothiazide 12.5 MG / valsartan 80 MG Oral Tablet [Apo-Valsartan/Hctz] by Apotex","OMOP1122655","RxNorm Extension","raas"
44041465,"Hydrochlorothiazide 12.5 MG / Losartan 50 MG [Jamp-Losartan]","OMOP1036096","RxNorm Extension","raas"
21033332,"Ramipril 5 MG Oral Capsule Box of 28 by Ennogen","OMOP373085","RxNorm Extension","raas"
43033791,"candesartan 16 MG / Hydrochlorothiazide 12.5 MG Oral Tablet Box of 90 by Mylan","OMOP4848835","RxNorm Extension","raas"
36810577,"candesartan 16 MG Oral Tablet by Xiromed","OMOP4824612","RxNorm Extension","raas"
40740347,"Losartan 4 MG/ML","OMOP4716814","RxNorm Extension","raas"
40882432,"valsartan 160 MG Delayed Release Oral Tablet [Valsartan Dexcel] Box of 98 by Dexcel-Pharma","OMOP2080394","RxNorm Extension","raas"
40741451,"eprosartan 400 MG Oral Tablet Box of 56 by Phoenix Healthcare Distribution","OMOP4716239","RxNorm Extension","raas"
43605576,"Amlodipine 13.9 MG / Lisinopril 20 MG Oral Tablet","OMOP682949","RxNorm Extension","raas"
43136276,"irbesartan 75 MG [IRBESARTAN PHR LAB]","OMOP459847","RxNorm Extension","raas"
40844637,"irbesartan 75 MG Delayed Release Oral Tablet [Karvea]","OMOP2042599","RxNorm Extension","raas"
43028909,"Hydrochlorothiazide 12.5 MG / Losartan 50 MG Delayed Release Oral Tablet Box of 90 by TEVA","OMOP4843991","RxNorm Extension","raas"
43149463,"Indapamide 0.625 MG / Perindopril 1.67 MG Oral Tablet [PERINDOPRIL/INDAPAMIDE E] Box of 30","OMOP480364","RxNorm Extension","raas"
44098585,"Ramipril 10 MG Oral Tablet [Ava-Ramipril]","OMOP1093216","RxNorm Extension","raas"
41291052,"irbesartan 300 MG Oral Tablet [IRBESARTAN RATIOPHARM] Box of 28 by Ratiopharm","OMOP2489014","RxNorm Extension","raas"
43134722,"Hydrochlorothiazide 25 MG / olmesartan 20 MG Delayed Release Oral Tablet [COOLMETEC] Box of 30","OMOP446368","RxNorm Extension","raas"
41168804,"candesartan 16 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Hytacand Plus Ac] Box of 98 by Aca Mueller","OMOP2366766","RxNorm Extension","raas"
44082774,"irbesartan Oral Tablet [Apo-Irbesartan]","OMOP1077405","RxNorm Extension","raas"
36789758,"Amlodipine 5 MG / atorvastatin 10 MG / Perindopril 5 MG Delayed Release Oral Tablet [Lipertance]","OMOP4778004","RxNorm Extension","raas"
40867411,"Felodipine 5 MG / Ramipril 5 MG Oral Tablet Box of 100","OMOP2065373","RxNorm Extension","raas"
43284598,"Ramipril 2.5 MG Oral Capsule by Apotex","OMOP547276","RxNorm Extension","raas"
42929979,"Amlodipine 5 MG / telmisartan 80 MG Oral Tablet [TEMISTA]","OMOP4656753","RxNorm Extension","raas"
43133323,"Ramipril 2.5 MG Oral Tablet [RAMIPRIL ZYDUS FRANCE] Box of 30 by Zydus","OMOP465380","RxNorm Extension","raas"
44043519,"valsartan Oral Tablet [VALSARTAN TEVA]","OMOP1038150","RxNorm Extension","raas"
43199846,"valsartan 40 MG Delayed Release Oral Tablet [VALSARTAN SANDOZ] Box of 90","OMOP508714","RxNorm Extension","raas"
43188807,"valsartan 40 MG Delayed Release Oral Tablet [VALSARTAN ARROW] Box of 90","OMOP508100","RxNorm Extension","raas"
2065686,"hydrochlorothiazide 12.5 MG / moexipril 7.5 MG Oral Tablet [UNIPLUS] by Aju","OMOP4967015","RxNorm Extension","raas"
41032142,"Hydrochlorothiazide 12.5 MG / valsartan 80 MG Delayed Release Oral Tablet [Valsargamma] Box of 28","OMOP2230104","RxNorm Extension","raas"
41230203,"Enalapril 5 MG Oral Tablet [Enalapril Almus] Box of 100 by Almus","OMOP2428165","RxNorm Extension","raas"
41320336,"quinapril 5 MG Oral Tablet [Quinapril Stada] Box of 30 by Stada","OMOP2518298","RxNorm Extension","raas"
21155436,"Losartan 12.5 MG Oral Tablet by DE","OMOP282697","RxNorm Extension","raas"
43731479,"Lisinopril 10 MG Oral Tablet [Lisinopril Al]","OMOP682915","RxNorm Extension","raas"
36784017,"Perindopril 5 MG Oral Tablet [PERINDOPRIL TEVA] Box of 90","OMOP4772302","RxNorm Extension","raas"
36264535,"Hydrochlorothiazide / olmesartan Oral Tablet [COOLMETEC]","OMOP3115410","RxNorm Extension","raas"
41135724,"Hydrochlorothiazide 12.5 MG / valsartan 80 MG Delayed Release Oral Tablet Box of 98 by Mylan","OMOP2333686","RxNorm Extension","raas"
21092319,"valsartan 160 MG Oral Capsule by Generics","OMOP374268","RxNorm Extension","raas"
41129915,"Captopril 100 MG Oral Tablet [Captohexal] Box of 50","OMOP2327877","RxNorm Extension","raas"
44019290,"Riva Irbesartan","OMOP1013921","RxNorm Extension","raas"
40165764,"enalapril maleate 10 MG [Vasotec]","858818","RxNorm","raas"
41200124,"Captopril 50 MG / Hydrochlorothiazide 25 MG Oral Tablet [Capto Harma] Box of 100 by 1 A","OMOP2398086","RxNorm Extension","raas"
43134898,"candesartan 16 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [CANDESARTAN/HYDROCHLOROTHIAZIDE EG LABO] Box of 30","OMOP447728","RxNorm Extension","raas"
40985587,"Captopril 50 MG [Capto Funcke]","OMOP2183549","RxNorm Extension","raas"
40901433,"valsartan 80 MG Oral Tablet [Valsartan Al] Box of 28","OMOP2099395","RxNorm Extension","raas"
36232403,"Hyteneze Pill","1176736","RxNorm","raas"
43034095,"Perindopril 1.7 MG Delayed Release Oral Tablet Box of 30 by TEVA","OMOP4849141","RxNorm Extension","raas"
21043331,"Hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet Box of 28 by TEVA","OMOP374513","RxNorm Extension","raas"
42930288,"Amlodipine 5 MG / telmisartan 40 MG Oral Tablet [DISTAR]","OMOP4657056","RxNorm Extension","raas"
41249632,"Losartan 100 MG Delayed Release Oral Tablet [LOSARTAN ACTAVIS] Box of 28","OMOP2447594","RxNorm Extension","raas"
43712762,"Ramipril Oral Tablet [Ramipril Heumann]","OMOP670471","RxNorm Extension","raas"
43191242,"irbesartan 150 MG Delayed Release Oral Tablet [IRBESARTAN BIOGARAN] Box of 30 by Biogaran","OMOP460024","RxNorm Extension","raas"
41194855,"valsartan 320 MG Oral Tablet [Valsartan Beta] Box of 56 by Betapharm","OMOP2392817","RxNorm Extension","raas"
2065714,"hydrochlorothiazide / moexipril Oral Tablet [TENSIA]","OMOP4967042","RxNorm Extension","raas"
41126237,"Hydrochlorothiazide 25 MG / irbesartan 300 MG Delayed Release Oral Tablet [Irbepress] Box of 98","OMOP2324199","RxNorm Extension","raas"
44088082,"Ramipril 5 MG Oral Tablet [Ava-Ramipril] by Avanstra","OMOP1082713","RxNorm Extension","raas"
41064851,"Enalapril 40 MG Oral Tablet [Enahexal] Box of 30","OMOP2262813","RxNorm Extension","raas"
43260128,"Amlodipine / Perindopril Oral Tablet [Dynoval]","OMOP541528","RxNorm Extension","raas"
40723686,"irbesartan 30 MG Oral Powder Box of 1","OMOP4733458","RxNorm Extension","raas"
42933339,"valsartan 80 MG [DIOSALTAN]","OMOP4660073","RxNorm Extension","raas"
21112736,"Captopril 25 MG Oral Tablet by Sigma-Tau","OMOP386488","RxNorm Extension","raas"
40906107,"Lisinopril 5 MG Oral Tablet [LISINOPRIL ACTAVIS] Box of 100","OMOP2104069","RxNorm Extension","raas"
41226327,"telmisartan 40 MG Oral Tablet [Telmisartan Glenmark] Box of 28 by Glenmark","OMOP2424289","RxNorm Extension","raas"
1317675,"telmisartan 20 MG Oral Tablet","282755","RxNorm","raas"
43031363,"Hydrochlorothiazide 12.5 MG / quinapril 20 MG Delayed Release Oral Tablet Box of 28 by TEVA","OMOP4846426","RxNorm Extension","raas"
41226337,"telmisartan 20 MG Oral Tablet [TELMISARTAN ACTAVIS] Box of 28 by Puren","OMOP2424299","RxNorm Extension","raas"
41223487,"Captopril 25 MG / Hydrochlorothiazide 25 MG Oral Tablet [Captopril Hct] Box of 50","OMOP2421449","RxNorm Extension","raas"
42955710,"olmesartan 40 MG [OLMESARTAN KOLMA]","OMOP4682249","RxNorm Extension","raas"
42932809,"Amlodipine 5 MG / valsartan 80 MG Oral Tablet [WENEX G]","OMOP4659547","RxNorm Extension","raas"
44174982,"irbesartan 300 MG Oral Tablet [Irbesartan Puren] Box of 98 by Puren","OMOP3051705","RxNorm Extension","raas"
2035719,"olmesartan 20 MG [OLME]","OMOP4934869","RxNorm Extension","raas"
43033339,"Ramipril 2.5 MG Oral Tablet Box of 30 by Biogaran","OMOP4848388","RxNorm Extension","raas"
41231283,"candesartan 8 MG Oral Tablet [Candesartan Hexal] Box of 98 by Novartis","OMOP2429245","RxNorm Extension","raas"
43162897,"quinapril 20 MG Delayed Release Oral Tablet [ACUITEL] Box of 28","OMOP499983","RxNorm Extension","raas"
43129334,"LOSARTAN/HYDROCHLOROTHIAZIDE QUALIMED","OMOP436121","RxNorm Extension","raas"
2064211,"hydrochlorothiazide 12.5 MG / telmisartan 80 MG [TELMIBETA PLUS]","OMOP4965509","RxNorm Extension","raas"
43033509,"Hydrochlorothiazide 12.5 MG / valsartan 80 MG Oral Tablet Box of 30 by Evolupharm","OMOP4848557","RxNorm Extension","raas"
41098525,"Captopril 50 MG / Hydrochlorothiazide 25 MG Oral Tablet [Cardiagen]","OMOP2296487","RxNorm Extension","raas"
43295427,"Ramipril 2.5 MG Oral Tablet [Tryzan] Box of 21","OMOP547323","RxNorm Extension","raas"
43032435,"Enalapril 20 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Renitec]","OMOP4847486","RxNorm Extension","raas"
42875997,"Amlodipine 5 MG / Perindopril 7 MG Oral Tablet [Viacoram] Box of 90 by Kohlpharma","OMOP4873109","RxNorm Extension","raas"
35763178,"Losartan 50 MG Delayed Release Oral Tablet by Waymade","OMOP2764639","RxNorm Extension","raas"
36264764,"Losartan 50 MG Oral Capsule Box of 98","OMOP3115639","RxNorm Extension","raas"
41012260,"Captopril 12.5 MG Oral Tablet Box of 20 by Aristo","OMOP2210222","RxNorm Extension","raas"
43256126,"irbesartan 75 MG Oral Tablet [Abisart] Box of 90","OMOP535436","RxNorm Extension","raas"
41067027,"Captopril 25 MG / Hydrochlorothiazide 25 MG Oral Tablet [Adocomp] Box of 25","OMOP2264989","RxNorm Extension","raas"
42941447,"Enalapril 10 MG [RENATON]","OMOP4668093","RxNorm Extension","raas"
2037191,"delapril hydrochloride 30 MG Oral Tablet [KEDAPRIL] by CJ","OMOP4936576","RxNorm Extension","raas"
41307707,"telmisartan 40 MG Oral Tablet [Kinzalmono] Box of 28","OMOP2505669","RxNorm Extension","raas"
41106224,"candesartan 8 MG Oral Tablet [Blopress] Box of 98 by Kohlpharma","OMOP2304186","RxNorm Extension","raas"
43194806,"telmisartan 40 MG Oral Tablet [TELMISARTAN RANBAXY] Box of 90 by Ranbaxy","OMOP491279","RxNorm Extension","raas"
2062615,"ramipril 2.5 MG Oral Tablet [RAMIPIL]","OMOP4963862","RxNorm Extension","raas"
36784000,"Amlodipine 10 MG / Perindopril 10 MG Oral Tablet [COVERAM] Box of 60 by Impexeco","OMOP4772285","RxNorm Extension","raas"
40836185,"Fosinopril 20 MG Oral Tablet Box of 20","OMOP2034147","RxNorm Extension","raas"
41188280,"Indapamide 0.625 MG / Perindopril 2 MG Oral Tablet [Perindopril Dura Plus] Box of 30","OMOP2386242","RxNorm Extension","raas"
40226390,"aliskiren 300 MG","1009314","RxNorm","raas"
40979869,"eprosartan 600 MG Oral Tablet [Teveten] Box of 280 by Mylan","OMOP2177831","RxNorm Extension","raas"
43160634,"Perindopril 3.5 MG Oral Tablet [PERINDOPRIL KRKA] Box of 30 by KRKA","OMOP479925","RxNorm Extension","raas"
40918640,"candesartan 16 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Blopress] Box of 56 by Emra-Med","OMOP2116602","RxNorm Extension","raas"
2064511,"amlodipine 5 MG / rosuvastatin 10 MG / telmisartan 80 MG Oral Tablet [TELMIROAD Q] by Ahngook","OMOP4965806","RxNorm Extension","raas"
43155779,"Hydrochlorothiazide 12.5 MG / Lisinopril 20 MG [LISINOPRIL/HYDROCHLOROTHIAZIDE SANDOZ]","OMOP500810","RxNorm Extension","raas"
42933190,"Amlodipine / valsartan Oral Tablet [ANOFORGE]","OMOP4659920","RxNorm Extension","raas"
41321051,"olmesartan 40 MG Oral Tablet [Votum] Box of 28 by Berlin-Chemie","OMOP2519013","RxNorm Extension","raas"
35764725,"Hydrochlorothiazide 25 MG / irbesartan 300 MG Delayed Release Oral Tablet by A A H","OMOP2766186","RxNorm Extension","raas"
41127697,"Enalapril 10 MG Oral Tablet [Enalapril Verla] Box of 100","OMOP2325659","RxNorm Extension","raas"
41126114,"Hydrochlorothiazide 25 MG / valsartan 160 MG Delayed Release Oral Tablet [Valsartan Hormosan] Box of 28","OMOP2324076","RxNorm Extension","raas"
41198350,"Hydrochlorothiazide 25 MG / Ramipril 5 MG Oral Tablet [Ramiplus Stada] Box of 50 by Stada","OMOP2396312","RxNorm Extension","raas"
43129932,"RAMIPRIL SANDOZ","OMOP437848","RxNorm Extension","raas"
41070830,"piretanide 6 MG / Ramipril 5 MG Oral Tablet [Ramitanid Al] Box of 100 by Aliud","OMOP2268792","RxNorm Extension","raas"
40949878,"Captopril 25 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Cardiagen] Box of 50 by Kyowa Kirin","OMOP2147840","RxNorm Extension","raas"
44159988,"Hydrochlorothiazide 25 MG / Losartan 100 MG Delayed Release Oral Tablet Box of 56 by Heumann","OMOP3036711","RxNorm Extension","raas"
43193496,"Perindopril 3.5 MG Oral Tablet [PERINDOPRIL KRKA] Box of 90","OMOP479926","RxNorm Extension","raas"
21063373,"telmisartan 80 MG Oral Tablet [Micardis] by Waymade","OMOP381884","RxNorm Extension","raas"
35760341,"telmisartan 80 MG Delayed Release Oral Tablet [Micardis] by DE","OMOP2761802","RxNorm Extension","raas"
40969719,"Hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet [Valsartan 1a Pharma] Box of 28","OMOP2167681","RxNorm Extension","raas"
36263639,"valsartan 80 MG Delayed Release Oral Tablet [Diovane] Box of 56 by Novartis","OMOP3114514","RxNorm Extension","raas"
2063290,"amlodipine 5 MG / losartan 91.6 MG Oral Tablet [ROSARBESYL] by Humedix","OMOP4964540","RxNorm Extension","raas"
43192422,"Amlodipine 10 MG / telmisartan 80 MG Oral Tablet Box of 90","OMOP470491","RxNorm Extension","raas"
35143849,"valsartan 160 MG Oral Tablet by Nihon","OMOP4800948","RxNorm Extension","raas"
35748111,"Hydrochlorothiazide 12.5 MG / valsartan 80 MG Delayed Release Oral Tablet by DE","OMOP2749572","RxNorm Extension","raas"
21035304,"Hydrochlorothiazide 25 MG / Losartan 100 MG Oral Tablet [Cozaar-Comp] by Merck","OMOP408020","RxNorm Extension","raas"
41010437,"Hydrochlorothiazide 12.5 MG / valsartan 80 MG Oral Tablet [Valsartan Hct Aurobindo] Box of 98 by Aurobindo","OMOP2208399","RxNorm Extension","raas"
42954952,"olmesartan 40 MG [OLGOTAN]","OMOP4682243","RxNorm Extension","raas"
40911152,"Captopril 25 MG Oral Tablet [Mtw Captopril] Box of 50","OMOP2109114","RxNorm Extension","raas"
42938729,"Hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet [CO-DIOPASS]","OMOP4665395","RxNorm Extension","raas"
2065946,"hydrochlorothiazide 12.5 MG / valsartan 80 MG Oral Tablet [CODIOZARTAN]","OMOP4967284","RxNorm Extension","raas"
40724751,"Amlodipine 5 MG / valsartan 160 MG Oral Tablet [Exforge] Box of 28 by Sigma","OMOP4732441","RxNorm Extension","raas"
35133168,"olmesartan 40 MG Oral Tablet by Choseido","OMOP4790382","RxNorm Extension","raas"
44111841,"Lisinopril 20 MG Oral Tablet [Pms-Lisinopril]","OMOP1106472","RxNorm Extension","raas"
43036144,"irbesartan 75 MG Delayed Release Oral Tablet Box of 30 by Biogaran","OMOP4851185","RxNorm Extension","raas"
40727907,"Perindopril 2.5 MG Oral Tablet [Coversyl Arginine] Box of 30 by Servier","OMOP4729196","RxNorm Extension","raas"
42955482,"Amlodipine 5 MG / olmesartan 20 MG [SEVILOTEN]","OMOP4682021","RxNorm Extension","raas"
