"concept_id","concept_name","concept_code","vocabulary_id","pcornet_vocabulary_id","category","ingredient"
44972232,"losartan potassium 50 MG Oral Tablet","63629423801","NDC","ND","arb","losartan"
42955886,"olmesartan Oral Tablet [OLMETAN]","OMOP4682427","RxNorm Extension","RX","arb","olmesartan"
41166698,"irbesartan 150 MG Oral Tablet [Irbesartan Actavis] Box of 28 by Puren","OMOP2364660","RxNorm Extension","RX","arb","irbesartan"
44179275,"Amlodipine 6.94 MG / Hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet [Exforge HCT] Box of 28 by Novartis","OMOP3055998","RxNorm Extension","RX","arb","valsartan"
44427053,"valsartan 80 MG Oral Tablet","43353022517","NDC","ND","arb","valsartan"
40938793,"Hydrochlorothiazide 12.5 MG / Losartan 50 MG Delayed Release Oral Tablet [Lorzaar] Box of 280","OMOP2136755","RxNorm Extension","RX","arb","losartan"
42955782,"olmesartan 20 MG Oral Tablet [OLMESARTAN ETEX]","OMOP4682324","RxNorm Extension","RX","arb","olmesartan"
40720711,"telmisartan 20 MG Oral Tablet [Micardis] Box of 28 by Sigma","OMOP4735978","RxNorm Extension","RX","arb","telmisartan"
43564663,"Candesartan-Sandoz","OMOP882812","RxNorm Extension","RX","arb","candesartan"
41000435,"irbesartan 150 MG Delayed Release Oral Tablet [Irbesartan Heumann] Box of 56","OMOP2198397","RxNorm Extension","RX","arb","irbesartan"
41063422,"Hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet [CoAprovel] Box of 140","OMOP2261384","RxNorm Extension","RX","arb","irbesartan"
2062837,"amlodipine 5 MG / hydrochlorothiazide 12.5 MG / olmesartan 40 MG [SEVITHERA HCT]","OMOP4964091","RxNorm Extension","RX","arb","olmesartan"
43274090,"telmisartan 80 MG Oral Tablet by Apotex","OMOP549643","RxNorm Extension","RX","arb","telmisartan"
44121604,"Losartan Oral Tablet [Apo-Losartan]","OMOP1116235","RxNorm Extension","RX","arb","losartan"
21171377,"Hydrochlorothiazide 12.5 MG / telmisartan 80 MG [MicardisPlus]","OMOP381955","RxNorm Extension","RX","arb","telmisartan"
40922382,"Hydrochlorothiazide 12.5 MG / Losartan 50 MG [Losartan Hormosan]","OMOP2120344","RxNorm Extension","RX","arb","losartan"
42930313,"Amlodipine 5 MG / telmisartan 40 MG Oral Tablet [TELMITOSTA]","OMOP4657081","RxNorm Extension","RX","arb","telmisartan"
41214725,"telmisartan 80 MG Oral Tablet [Tolura] Box of 98","OMOP2412687","RxNorm Extension","RX","arb","telmisartan"
35768647,"telmisartan 40 MG Delayed Release Oral Tablet Box of 28 by Mawdsley-Brooks","OMOP2770108","RxNorm Extension","RX","arb","telmisartan"
43576261,"Valsartan Aaa","OMOP895509","RxNorm Extension","RX","arb","valsartan"
36813009,"Losartan 100 MG Oral Tablet Box of 28 by Medreich","OMOP4827043","RxNorm Extension","RX","arb","losartan"
40845241,"Hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet [Valsartan Hct Al] Box of 98","OMOP2043203","RxNorm Extension","RX","arb","valsartan"
43708062,"candesartan 8 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Candesartan Hexal] by Hexal","OMOP798497","RxNorm Extension","RX","arb","candesartan"
45088082,"Hydrochlorothiazide 25 MG / Losartan Potassium 100 MG Oral Tablet [Hyzaar]","54868434100","NDC","ND","arb","losartan"
43202299,"irbesartan 75 MG [IRBESARTAN RANBAXY]","OMOP459848","RxNorm Extension","RX","arb","irbesartan"
42938438,"Hydrochlorothiazide 12.5 MG / telmisartan 40 MG Oral Tablet [TELSARTAN PLUS]","OMOP4665114","RxNorm Extension","RX","arb","telmisartan"
42933054,"Amlodipine 5 MG / valsartan 160 MG [REXFORGE Q]","OMOP4659786","RxNorm Extension","RX","arb","valsartan"
43182242,"Losartan 50 MG Delayed Release Oral Tablet [LOSARTAN ZENTIVA]","OMOP477128","RxNorm Extension","RX","arb","losartan"
43037511,"candesartan 8 MG Oral Tablet Box of 90 by Zydus","OMOP4852556","RxNorm Extension","RX","arb","candesartan"
41126107,"Hydrochlorothiazide 12.5 MG / valsartan 80 MG Delayed Release Oral Tablet [Valsartan Hennig]","OMOP2324069","RxNorm Extension","RX","arb","valsartan"
42950879,"Losartan 100 MG Oral Tablet [LOSATAN-I]","OMOP4677452","RxNorm Extension","RX","arb","losartan"
45115449,"olmesartan medoxomil-hydrochlorothiazide 25; 40 mg/1; mg/1 TABLET, FILM COATED [Benicar HCT]","055289443","NDC","ND","arb","olmesartan"
43200862,"Hydrochlorothiazide 25 MG / Losartan 100 MG [LOSARTAN/HYDROCHLOROTHIAZIDE QUALIMED]","OMOP447103","RxNorm Extension","RX","arb","losartan"
2066111,"amlodipine 5 MG / valsartan 160 MG Oral Tablet [DAPIRO] by Alcon","OMOP4967461","RxNorm Extension","RX","arb","valsartan"
43134863,"Hydrochlorothiazide 25 MG / telmisartan 80 MG Oral Tablet [Tolucombi] Box of 90 by KRKA","OMOP447486","RxNorm Extension","RX","arb","telmisartan"
44939053,"hydrochlorothiazide 12.5 MG / olmesartan medoxomil 40 MG Oral Tablet [Benicar HCT]","65597010630","NDC","ND","arb","olmesartan"
40907365,"Hydrochlorothiazide 25 MG / valsartan 320 MG Oral Tablet [Valsartan Biomo] Box of 56","OMOP2105327","RxNorm Extension","RX","arb","valsartan"
36602014,"losartan potassium 25 MG Oral Tablet","64380093304","NDC","ND","arb","losartan"
43282265,"candesartan 4 MG Oral Tablet by Terry White Chemists","OMOP570874","RxNorm Extension","RX","arb","candesartan"
37593204,"Hydrochlorothiazide 12.5 MG / irbesartan 150 MG Delayed Release Oral Tablet Box of 98 by Micro-Labs","OMOP4782643","RxNorm Extension","RX","arb","irbesartan"
45235149,"Losartan Potassium 50 mg/1 TABLET [Losartan Potassium]","060760129","NDC","ND","arb","losartan"
45141692,"irbesartan 150 MG Oral Tablet [Avapro]","61392088631","NDC","ND","arb","irbesartan"
2066203,"amlodipine / valsartan Oral Tablet [DAPIRO]","OMOP4967552","RxNorm Extension","RX","arb","valsartan"
41126108,"Hydrochlorothiazide 12.5 MG / valsartan 80 MG Oral Tablet [Valsartan Hct Aurobindo] Box of 28","OMOP2324070","RxNorm Extension","RX","arb","valsartan"
43136292,"irbesartan 150 MG Delayed Release Oral Tablet [IRBESARTAN ACCORD] Box of 90","OMOP460004","RxNorm Extension","RX","arb","irbesartan"
45808473,"losartan potassium 100mg/1 ORAL TABLET","136680115","NDC","ND","arb","losartan"
44424060,"amlodipine 10 MG / valsartan 320 MG Oral Tablet","57297076702","NDC","ND","arb","valsartan"
42827722,"losartan potassium 25 MG Oral Tablet","68071424803","NDC","ND","arb","losartan"
41100875,"valsartan 80 MG Delayed Release Oral Tablet [Valsartan Hexal] Box of 98 by Novartis","OMOP2298837","RxNorm Extension","RX","arb","valsartan"
35147142,"candesartan 4 MG Oral Tablet by Koa Isei","OMOP4804214","RxNorm Extension","RX","arb","candesartan"
43033641,"Hydrochlorothiazide 12.5 MG / irbesartan 300 MG Delayed Release Oral Tablet Box of 30 by Cristers","OMOP4848687","RxNorm Extension","RX","arb","irbesartan"
43672330,"Hydrochlorothiazide 12.5 MG / valsartan 80 MG Oral Tablet [Cosamson]","OMOP793351","RxNorm Extension","RX","arb","valsartan"
42658112,"candesartan 16 MG Oral Tablet Box of 98 by KRKA","OMOP4869676","RxNorm Extension","RX","arb","candesartan"
43858411,"candesartan 4 MG Oral Tablet [Candesartan Abz]","OMOP695136","RxNorm Extension","RX","arb","candesartan"
44187812,"valsartan 40 MG Delayed Release Oral Tablet [Valsartan Basics] Box of 28","OMOP3064535","RxNorm Extension","RX","arb","valsartan"
40949959,"candesartan 8 MG Oral Tablet [Blopress] Box of 56 by Orifarm Leverkus","OMOP2147921","RxNorm Extension","RX","arb","candesartan"
46329670,"losartan potassium 50 MG Oral Tablet","31722070110","NDC","ND","arb","losartan"
41045927,"valsartan 320 MG [Valsartan Ct]","OMOP2243889","RxNorm Extension","RX","arb","valsartan"
42656578,"Losartan 50 MG Oral Tablet Box of 98 by TEVA","OMOP4868150","RxNorm Extension","RX","arb","losartan"
42938601,"Hydrochlorothiazide 12.5 MG / valsartan 80 MG Oral Tablet [VALSAR PLUS]","OMOP4665272","RxNorm Extension","RX","arb","valsartan"
41001040,"Hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet [Valsartan Hormosan]","OMOP2199002","RxNorm Extension","RX","arb","valsartan"
36787465,"eprosartan / Hydrochlorothiazide Delayed Release Oral Tablet","OMOP4775731","RxNorm Extension","RX","arb","eprosartan"
36257598,"olmesartan 10 MG Oral Tablet [Olmesartan Teva] Box of 28","OMOP3108473","RxNorm Extension","RX","arb","olmesartan"
21030622,"candesartan 4 MG Oral Tablet by Kent","OMOP351371","RxNorm Extension","RX","arb","candesartan"
43266944,"irbesartan 75 MG Oral Tablet [Karvea] Box of 5","OMOP535440","RxNorm Extension","RX","arb","irbesartan"
42950657,"Hydrochlorothiazide 12.5 MG / Losartan 50 MG Oral Tablet [LOPIN PLUS]","OMOP4677230","RxNorm Extension","RX","arb","losartan"
44432129,"telmisartan 20 MG Oral Tablet","59746043932","NDC","ND","arb","telmisartan"
41131250,"Amlodipine 13.9 MG / Hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet [Exforge HCT] Box of 28","OMOP2329212","RxNorm Extension","RX","arb","valsartan"
44074700,"valsartan 40 MG Oral Tablet [Riva Valsartan] by Laboratoire Riva","OMOP1069331","RxNorm Extension","RX","arb","valsartan"
46247720,"losartan potassium and hydrochlorothiazide 100mg/1 / 12.5mg/1 ORAL TABLET, FILM COATED","680840959","NDC","ND","arb","losartan"
43271081,"Amlodipine 10 MG / valsartan 320 MG Oral Tablet [Exforge] Box of 56","OMOP544720","RxNorm Extension","RX","arb","valsartan"
40854652,"Hydrochlorothiazide 12.5 MG / Losartan 50 MG Oral Tablet [Losartan Hormosan] Box of 28 by Hormosan","OMOP2052614","RxNorm Extension","RX","arb","losartan"
44413957,"olmesartan medoxomil 40 MG Oral Tablet","62332013310","NDC","ND","arb","olmesartan"
42885628,"valsartan 160 MG Oral Tablet","71335143605","NDC","ND","arb","valsartan"
43660403,"valsartan 160 MG Oral Tablet [Valsartan Axcount] by Axcount Generika","OMOP693726","RxNorm Extension","RX","arb","valsartan"
42955367,"Amlodipine 5 MG / olmesartan 40 MG Oral Tablet [DUVIKAR]","OMOP4681906","RxNorm Extension","RX","arb","olmesartan"
44034510,"Hydrochlorothiazide 12.5 MG / Losartan 50 MG Oral Tablet [Act Losartan/Hct]","OMOP1029141","RxNorm Extension","RX","arb","losartan"
36270853,"candesartan 8 MG Oral Tablet [CANDESARTAN SANDOZ] Box of 28","OMOP3121728","RxNorm Extension","RX","arb","candesartan"
35760583,"Hydrochlorothiazide 12.5 MG / irbesartan 300 MG Delayed Release Oral Tablet Box of 28 by Mawdsley-Brooks","OMOP2762044","RxNorm Extension","RX","arb","irbesartan"
41322706,"Hydrochlorothiazide 12.5 MG / Losartan 50 MG Delayed Release Oral Tablet [Lorzaar] Box of 280 by Merck","OMOP2520668","RxNorm Extension","RX","arb","losartan"
41312465,"irbesartan 150 MG Oral Tablet [Irbesartan Pfizer]","OMOP2510427","RxNorm Extension","RX","arb","irbesartan"
2062721,"amlodipine 10 MG / hydrochlorothiazide 12.5 MG / olmesartan 40 MG Oral Tablet [SAMVIKAR HCT] by Samsung","OMOP4963968","RxNorm Extension","RX","arb","olmesartan"
2062694,"amlodipine 10 MG / hydrochlorothiazide 12.5 MG / olmesartan 40 MG Oral Tablet [EMVIKAR HCT] by Aprogen","OMOP4963938","RxNorm Extension","RX","arb","olmesartan"
44168847,"Hydrochlorothiazide 12.5 MG / olmesartan 40 MG Delayed Release Oral Tablet Box of 98","OMOP3045570","RxNorm Extension","RX","arb","olmesartan"
44984129,"Hydrochlorothiazide 12.5 MG / Losartan Potassium 50 MG Oral Tablet [Hyzaar 50/12.5]","51138047630","NDC","ND","arb","losartan"
44480594,"olmesartan medoxomil 20mg/1 ORAL TABLET, FILM COATED","576640756","NDC","ND","arb","olmesartan"
44121687,"irbesartan Oral Tablet [Pms-Irbesartan]","OMOP1116318","RxNorm Extension","RX","arb","irbesartan"
42950720,"Hydrochlorothiazide 12.5 MG / Losartan 50 MG [BEAROTAN PLUS]","OMOP4677294","RxNorm Extension","RX","arb","losartan"
42938694,"Hydrochlorothiazide 12.5 MG / valsartan 80 MG [VARETAN PLUS]","OMOP4665363","RxNorm Extension","RX","arb","valsartan"
43515704,"Hydrochlorothiazide 12.5 MG / olmesartan 40 MG Oral Tablet [Olmesartan Hct] Box of 30","OMOP2802819","RxNorm Extension","RX","arb","olmesartan"
40958330,"valsartan 160 MG Delayed Release Oral Tablet Box of 28","OMOP2156292","RxNorm Extension","RX","arb","valsartan"
40888282,"Amlodipine 6.94 MG / valsartan 160 MG Oral Tablet [Dafiro] Box of 98 by Emra-Med","OMOP2086244","RxNorm Extension","RX","arb","valsartan"
45296492,"irbesartan 300mg/1 ORAL TABLET","636294159","NDC","ND","arb","irbesartan"
42833260,"losartan potassium 50 MG Oral Tablet","71610000945","NDC","ND","arb","losartan"
42656588,"Hydrochlorothiazide 25 MG / Losartan 100 MG Oral Tablet Box of 98 by Apotex","OMOP4868160","RxNorm Extension","RX","arb","losartan"
2063282,"amlodipine 5 MG / losartan 91.6 MG Oral Tablet [BEROSARTAN] by Korea Prime Pharm","OMOP4964532","RxNorm Extension","RX","arb","losartan"
35742732,"eprosartan 300 MG Delayed Release Oral Tablet by Creo","OMOP2744193","RxNorm Extension","RX","arb","eprosartan"
41324495,"candesartan 8 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [CANDESARTAN ZENTIVA] Box of 28 by Sanofi","OMOP2522457","RxNorm Extension","RX","arb","candesartan"
45105238,"Losartan Potassium 100 MG Oral Tablet","54868610700","NDC","ND","arb","losartan"
21099373,"candesartan 32 MG Oral Tablet by Alliance","OMOP350606","RxNorm Extension","RX","arb","candesartan"
44466541,"Losartan Potassium 50 MG Oral Tablet","50090116500","NDC","ND","arb","losartan"
36699121,"losartan potassium 50 MG Oral Tablet","70518231600","NDC","ND","arb","losartan"
42930043,"Amlodipine 5 MG / telmisartan 80 MG Oral Tablet [TWINPLUS]","OMOP4656816","RxNorm Extension","RX","arb","telmisartan"
35887137,"losartan 100 MG Delayed Release Oral Tablet by Medihealth","OMOP5034587","RxNorm Extension","RX","arb","losartan"
43166797,"valsartan 80 MG [NISIS]","OMOP506443","RxNorm Extension","RX","arb","valsartan"
41057300,"valsartan 80 MG Oral Tablet [Valsartan Al] Box of 56","OMOP2255262","RxNorm Extension","RX","arb","valsartan"
36257841,"Hydrochlorothiazide 25 MG / irbesartan 300 MG Delayed Release Oral Tablet [IRBESARTAN HYDROCHLOROTHIAZIDE TEVA] Box of 28","OMOP3108716","RxNorm Extension","RX","arb","irbesartan"
43744096,"Hydrochlorothiazide 25 MG / irbesartan 300 MG Oral Tablet [Irbesartan Actavis] by Actavis","OMOP800374","RxNorm Extension","RX","arb","irbesartan"
43255951,"Hydrochlorothiazide 25 MG / irbesartan 300 MG Oral Tablet [Abisart] Box of 7","OMOP533893","RxNorm Extension","RX","arb","irbesartan"
2062727,"amlodipine 10 MG / hydrochlorothiazide 12.5 MG / olmesartan 40 MG Oral Tablet [SEVIACT HCT]","OMOP4963973","RxNorm Extension","RX","arb","olmesartan"
42955827,"olmesartan 20 MG [ESOL]","OMOP4682368","RxNorm Extension","RX","arb","olmesartan"
43140027,"candesartan 16 MG Oral Tablet [CANDESARTAN CRISTERS] Box of 90 by Cristers","OMOP493487","RxNorm Extension","RX","arb","candesartan"
43708046,"Hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet [Valsartan Hennig]","OMOP795719","RxNorm Extension","RX","arb","valsartan"
42932752,"Amlodipine 5 MG / valsartan 80 MG Oral Tablet [ANAFURGE]","OMOP4659491","RxNorm Extension","RX","arb","valsartan"
42930209,"Amlodipine 10 MG / telmisartan 40 MG [RICHSTA]","OMOP4656980","RxNorm Extension","RX","arb","telmisartan"
42876155,"Amlodipine 5 MG / valsartan 80 MG Oral Tablet [Valsimia] Box of 28","OMOP4873268","RxNorm Extension","RX","arb","valsartan"
43271072,"Amlodipine 5 MG / telmisartan 80 MG Oral Tablet Box of 7","OMOP543342","RxNorm Extension","RX","arb","telmisartan"
44423291,"hydrochlorothiazide 12.5 MG / losartan potassium 100 MG Oral Tablet","63187072790","NDC","ND","arb","losartan"
44483385,"losartan potassium 25mg/1 ORAL TABLET","619190461","NDC","ND","arb","losartan"
43193181,"Losartan 100 MG [LOSARTAN ZYDUS]","OMOP477167","RxNorm Extension","RX","arb","losartan"
40740341,"Hydrochlorothiazide 12.5 MG / Losartan 100 MG Oral Tablet by Milpharm","OMOP4716820","RxNorm Extension","RX","arb","losartan"
40740363,"Losartan 50 MG Oral Tablet by Bristol Labs","OMOP4716798","RxNorm Extension","RX","arb","losartan"
2035568,"hydrochlorothiazide 12.5 MG / olmesartan 20 MG [OLMESIN PLUS]","OMOP4934719","RxNorm Extension","RX","arb","olmesartan"
45314241,"valsartan 80 MG Oral Tablet [Diovan]","66267052320","NDC","ND","arb","valsartan"
44901092,"valsartan 80 MG Oral Tablet [Diovan]","54868465201","NDC","ND","arb","valsartan"
2064158,"hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet [MIKAONE PLUS]","OMOP4965454","RxNorm Extension","RX","arb","telmisartan"
35831072,"candesartan 2 MG Oral Tablet by Tsuruhara","OMOP5037323","RxNorm Extension","RX","arb","candesartan"
41104389,"Hydrochlorothiazide 25 MG / irbesartan 300 MG Delayed Release Oral Tablet [Irbesartan Hormosan] Box of 56 by Hormosan","OMOP2302351","RxNorm Extension","RX","arb","irbesartan"
2063308,"amlodipine 5 MG / losartan 91.6 MG [HIROTEN]","OMOP4964556","RxNorm Extension","RX","arb","losartan"
41287815,"valsartan 80 MG Oral Capsule [Diovane] Box of 56 by Emra-Med","OMOP2485777","RxNorm Extension","RX","arb","valsartan"
994853,"Amlodipine 5 MG / olmesartan 20 MG Oral Tablet Box of 98 by 1 A","OMOP4821365","RxNorm Extension","RX","arb","olmesartan"
45864739,"hydrochlorothiazide 12.5 MG / losartan potassium 50 MG Oral Tablet","61919004090","NDC","ND","arb","losartan"
21155432,"Losartan 50 MG Oral Tablet [Cozaar] Box of 30 by Dowelhurst","OMOP282671","RxNorm Extension","RX","arb","losartan"
45211458,"amlodipine 5 MG / olmesartan medoxomil 20 MG Oral Tablet [Azor]","65597011007","NDC","ND","arb","olmesartan"
46247757,"amlodipine and valsartan 10mg/1 / 160mg/1 ORAL TABLET","681800765","NDC","ND","arb","valsartan"
41322380,"irbesartan 150 MG Delayed Release Oral Tablet [Irbesartan Heumann] Box of 56 by Heumann","OMOP2520342","RxNorm Extension","RX","arb","irbesartan"
40948186,"Hydrochlorothiazide 12.5 MG / valsartan 80 MG Oral Tablet [Valsartan Hennig] Box of 28 by Hennig","OMOP2146148","RxNorm Extension","RX","arb","valsartan"
42951045,"Losartan 50 MG [BRSARTAN]","OMOP4677619","RxNorm Extension","RX","arb","losartan"
2035559,"hydrochlorothiazide 12.5 MG / olmesartan 20 MG [OLMECAN PLUS]","OMOP4934710","RxNorm Extension","RX","arb","olmesartan"
45143076,"valsartan 160 MG Oral Tablet [Diovan]","66267056530","NDC","ND","arb","valsartan"
42657837,"irbesartan 150 MG Oral Tablet Box of 98 by Sandoz","OMOP4869404","RxNorm Extension","RX","arb","irbesartan"
42955458,"Amlodipine 5 MG / olmesartan 20 MG Oral Tablet [NEWVIKA]","OMOP4681997","RxNorm Extension","RX","arb","olmesartan"
44426647,"hydrochlorothiazide 12.5 MG / olmesartan medoxomil 40 MG Oral Tablet","00093761656","NDC","ND","arb","olmesartan"
40977593,"olmesartan 40 MG Oral Tablet [Olmetec] Box of 28 by Cc","OMOP2175555","RxNorm Extension","RX","arb","olmesartan"
42932749,"Amlodipine 5 MG / valsartan 80 MG Oral Tablet [AMLOVALTAN]","OMOP4659489","RxNorm Extension","RX","arb","valsartan"
45198850,"Amlodipine 10 MG / telmisartan 40 MG Oral Tablet [Twynsta 40/10]","00597012529","NDC","ND","arb","telmisartan"
41254540,"candesartan 32 MG / Hydrochlorothiazide 25 MG Oral Tablet [Blopress Plus Bra] Box of 98","OMOP2452502","RxNorm Extension","RX","arb","candesartan"
750382,"candesartan cilexetil 16 MG / hydrochlorothiazide 12.5 MG Oral Tablet","68382019410","NDC","ND","arb","candesartan"
43696221,"valsartan Oral Tablet [VALSARTAN ZENTIVA]","OMOP693433","RxNorm Extension","RX","arb","valsartan"
43636157,"Hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet by Mylan","OMOP796338","RxNorm Extension","RX","arb","telmisartan"
36257358,"valsartan 320 MG Oral Tablet [VALSARTAN SANDOZ] Box of 28","OMOP3108233","RxNorm Extension","RX","arb","valsartan"
1765489,"telmisartan 40mg/1 ORAL TABLET","426580136","NDC","ND","arb","telmisartan"
46250281,"amlodipine 5 MG / valsartan 320 MG Oral Tablet","68180076606","NDC","ND","arb","valsartan"
35137094,"valsartan 80 MG Disintegrating Oral Tablet by Pfizer","OMOP4794270","RxNorm Extension","RX","arb","valsartan"
43786330,"irbesartan 300 MG Oral Tablet [Irbesartan Abz]","OMOP698371","RxNorm Extension","RX","arb","irbesartan"
41088827,"valsartan 80 MG Oral Capsule [Provas] Box of 28","OMOP2286789","RxNorm Extension","RX","arb","valsartan"
36273688,"valsartan 80 MG Delayed Release Oral Tablet [Diovane] Box of 28 by Novartis","OMOP3124563","RxNorm Extension","RX","arb","valsartan"
35157520,"candesartan 4 MG Oral Tablet by Mitsubishi Tanabe","OMOP4814526","RxNorm Extension","RX","arb","candesartan"
44093133,"irbesartan 75 MG [Ntp-Irbesartan]","OMOP1087764","RxNorm Extension","RX","arb","irbesartan"
36496122,"valsartan 160mg/1 ORAL TABLET","765191158","NDC","ND","arb","valsartan"
2064770,"amlodipine 10 MG / telmisartan 40 MG [CJ TELMIAMLO]","OMOP4966067","RxNorm Extension","RX","arb","telmisartan"
2061858,"hydrochlorothiazide / irbesartan Oral Tablet [ABELLPLUS]","OMOP4963098","RxNorm Extension","RX","arb","irbesartan"
41229456,"Hydrochlorothiazide 12.5 MG / Losartan 50 MG Oral Tablet [Losartan 1a Pharma] Box of 98 by 1 A","OMOP2427418","RxNorm Extension","RX","arb","losartan"
42837724,"candesartan cilexetil 16mg/1 ORAL TABLET","683820192","NDC","ND","arb","candesartan"
21161225,"irbesartan 75 MG Oral Tablet Box of 28","OMOP374756","RxNorm Extension","RX","arb","irbesartan"
35742101,"telmisartan 40 MG Delayed Release Oral Tablet [Micardis] by Waymade","OMOP2743562","RxNorm Extension","RX","arb","telmisartan"
45115333,"amlodipine besylate and valsartan ORAL 20140228 TABLET, FILM COATED [Exforge] ## FDA","052125853","NDC","ND","arb","valsartan"
40942522,"candesartan 4 MG Oral Tablet [Candegamma] Box of 56","OMOP2140484","RxNorm Extension","RX","arb","candesartan"
35130869,"valsartan 160 MG Oral Tablet by Mitsubishi Tanabe","OMOP4788116","RxNorm Extension","RX","arb","valsartan"
35767280,"Losartan 100 MG Oral Tablet by Arrow Generics","OMOP2768741","RxNorm Extension","RX","arb","losartan"
43188888,"Hydrochlorothiazide 25 MG / valsartan 160 MG Delayed Release Oral Tablet [VALSARTAN/HYDROCHLOROTHIAZIDE KRKA] Box of 90 by KRKA","OMOP513742","RxNorm Extension","RX","arb","valsartan"
45138722,"Hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet [Diovan HCT]","54569566700","NDC","ND","arb","valsartan"
45904710,"losartan potassium 50 MG Oral Tablet","33342004544","NDC","ND","arb","losartan"
44054557,"Hydrochlorothiazide 25 MG / irbesartan 300 MG [Ntp-Irbesartan/Hctz]","OMOP1049188","RxNorm Extension","RX","arb","irbesartan"
21112038,"Hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet [Co-Diovan] Box of 28 by Necessity Supplies","OMOP374531","RxNorm Extension","RX","arb","valsartan"
41244953,"valsartan 160 MG Oral Tablet [Diovan] Box of 280","OMOP2442915","RxNorm Extension","RX","arb","valsartan"
21094180,"Hydrochlorothiazide 12.5 MG / Losartan 50 MG Oral Tablet by Phoenix Labs","OMOP408063","RxNorm Extension","RX","arb","losartan"
42938765,"Hydrochlorothiazide 12.5 MG / valsartan 160 MG [CODIVAD]","OMOP4665431","RxNorm Extension","RX","arb","valsartan"
2062904,"amlodipine 5 MG / hydrochlorothiazide 12.5 MG / olmesartan 20 MG [OLODIPINE HCT]","OMOP4964158","RxNorm Extension","RX","arb","olmesartan"
43786058,"valsartan 320 MG Oral Tablet [Valsartan Hennig]","OMOP693657","RxNorm Extension","RX","arb","valsartan"
43028802,"Losartan 100 MG Delayed Release Oral Tablet Box of 30 by Cristers","OMOP4843880","RxNorm Extension","RX","arb","losartan"
43145629,"Hydrochlorothiazide 12.5 MG / irbesartan 150 MG Delayed Release Oral Tablet [IRBESARTAN/HYDROCHLOROTHIAZIDE E] Box of 30","OMOP446467","RxNorm Extension","RX","arb","irbesartan"
21052618,"olmesartan 40 MG Oral Tablet [Olmetec] Box of 28 by Sigma-Tau","OMOP365494","RxNorm Extension","RX","arb","olmesartan"
36269337,"Hydrochlorothiazide 12.5 MG / Losartan 50 MG [Losartan Plus EG]","OMOP3120212","RxNorm Extension","RX","arb","losartan"
43678512,"candesartan 8 MG Oral Tablet [Candesartan-Abz] by AbZ-Pharma","OMOP695290","RxNorm Extension","RX","arb","candesartan"
43136272,"irbesartan Delayed Release Oral Tablet [IRBESARTAN ARROW]","OMOP459820","RxNorm Extension","RX","arb","irbesartan"
41322390,"irbesartan 75 MG Delayed Release Oral Tablet [IRBESARTAN RATIOPHARM] Box of 98 by Ratiopharm","OMOP2520352","RxNorm Extension","RX","arb","irbesartan"
43564665,"Candesartancilexetil Hennig Plus Hct","OMOP882814","RxNorm Extension","RX","arb","candesartan"
43749916,"Losartan 12.5 MG Oral Tablet [LOSARTAN SANDOZ]","OMOP691713","RxNorm Extension","RX","arb","losartan"
42930152,"Amlodipine 10 MG / telmisartan 40 MG Oral Tablet [CELLMISTAR]","OMOP4656925","RxNorm Extension","RX","arb","telmisartan"
2066175,"amlodipine 5 MG / valsartan 80 MG Oral Tablet [TWOWINFORGY]","OMOP4967524","RxNorm Extension","RX","arb","valsartan"
40901407,"valsartan 160 MG Delayed Release Oral Tablet [Valsartan Actavis] Box of 28","OMOP2099369","RxNorm Extension","RX","arb","valsartan"
35601973,"hydrochlorothiazide 12.5 MG / valsartan 320 MG Oral Tablet","68382028177","NDC","ND","arb","valsartan"
43180353,"irbesartan 150 MG [IRBESARTAN ARROW]","OMOP459966","RxNorm Extension","RX","arb","irbesartan"
43189865,"Hydrochlorothiazide 25 MG / telmisartan 80 MG Oral Tablet [PRITORPLUS] Box of 90","OMOP447433","RxNorm Extension","RX","arb","telmisartan"
35771614,"Losartan 50 MG Oral Tablet Box of 28 by Arrow Generics","OMOP2773075","RxNorm Extension","RX","arb","losartan"
40979182,"Hydrochlorothiazide 12.5 MG / Losartan 50 MG Oral Tablet [Losartan Hct Axcount] Box of 56 by Axcount Generika","OMOP2177144","RxNorm Extension","RX","arb","losartan"
40720703,"telmisartan 80 MG Oral Tablet [Micardis] by Sigma","OMOP4735986","RxNorm Extension","RX","arb","telmisartan"
21174968,"Losartan 100 MG Oral Tablet Box of 28 by Wockhardt","OMOP282493","RxNorm Extension","RX","arb","losartan"
43129147,"VALSARTAN ARROW","OMOP434973","RxNorm Extension","RX","arb","valsartan"
