"concept_id","concept_name","concept_code","vocabulary_id","pcornet_vocabulary_id","category","ingredient"
43726014,"candesartan 8 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Candecor Comp]","OMOP798177","RxNorm Extension","RX","arb","candesartan"
40961130,"eprosartan 400 MG Oral Tablet Box of 98","OMOP2159092","RxNorm Extension","RX","arb","eprosartan"
42938801,"Hydrochlorothiazide / valsartan Oral Tablet [MAXDIOPLUS]","OMOP4665468","RxNorm Extension","RX","arb","valsartan"
42955805,"olmesartan 20 MG Oral Tablet [OLMERON]","OMOP4682346","RxNorm Extension","RX","arb","olmesartan"
43126527,"CANDESARTAN SANDOZ","OMOP433572","RxNorm Extension","RX","arb","candesartan"
2012844,"hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet [TELMI-ON PLUS] by Hankook Korus","OMOP4965477","RxNorm Extension","RX","arb","telmisartan"
41132973,"sacubitril 49 MG / valsartan 51 MG Oral Tablet [Entresto] Box of 28 by Kohlpharma","OMOP2330935","RxNorm Extension","RX","arb","valsartan"
40954464,"candesartan 4 MG [Candesartan Hormosan]","OMOP2152426","RxNorm Extension","RX","arb","candesartan"
40948179,"Hydrochlorothiazide 12.5 MG / valsartan 80 MG Oral Tablet [Valsartan Hennig] Box of 56 by Hennig","OMOP2146141","RxNorm Extension","RX","arb","valsartan"
21150761,"olmesartan 40 MG Oral Tablet [Olmetec] Box of 30 by Mawdsley-Brooks","OMOP365501","RxNorm Extension","RX","arb","olmesartan"
41062677,"irbesartan 75 MG Oral Tablet [Irbesartan Abz] Box of 98","OMOP2260639","RxNorm Extension","RX","arb","irbesartan"
44050467,"Hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet by Sivem","OMOP1045098","RxNorm Extension","RX","arb","irbesartan"
44464095,"Hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet","50090192100","NDC","ND","arb","valsartan"
43136290,"irbesartan 150 MG Delayed Release Oral Tablet [Aprovel] Box of 56 by Sanofi","OMOP459992","RxNorm Extension","RX","arb","irbesartan"
44425058,"Losartan Potassium 25 MG Oral Tablet","68788678801","NDC","ND","arb","losartan"
42664428,"olmesartan medoxomil 40 MG Oral Tablet","42571020305","NDC","ND","arb","olmesartan"
21056232,"azilsartan 80 MG Oral Tablet Box of 28","OMOP266252","RxNorm Extension","RX","arb","azilsartan"
41032288,"Hydrochlorothiazide 12.5 MG / irbesartan 150 MG Delayed Release Oral Tablet [Irbesartan Basics]","OMOP2230250","RxNorm Extension","RX","arb","irbesartan"
36262686,"olmesartan 40 MG Delayed Release Oral Tablet [Olmesartan Sandoz]","OMOP3113561","RxNorm Extension","RX","arb","olmesartan"
42930180,"Amlodipine 10 MG / telmisartan 40 MG Oral Tablet [TWINCURE]","OMOP4656952","RxNorm Extension","RX","arb","telmisartan"
45902989,"valsartan 160 MG Oral Tablet","46708004630","NDC","ND","arb","valsartan"
41254528,"candesartan 8 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Candesartan Plus 1a Pharma] Box of 28","OMOP2452490","RxNorm Extension","RX","arb","candesartan"
44184789,"Hydrochlorothiazide 25 MG / irbesartan 300 MG Delayed Release Oral Tablet [Irbesartan Fair Med] Box of 28","OMOP3061512","RxNorm Extension","RX","arb","irbesartan"
42826500,"losartan potassium 50 MG Oral Tablet","63187093530","NDC","ND","arb","losartan"
40912547,"Amlodipine 13.9 MG / olmesartan 40 MG Oral Tablet [Sevikar] Box of 280","OMOP2110509","RxNorm Extension","RX","arb","olmesartan"
40832998,"candesartan / Hydrochlorothiazide Oral Tablet [Blopresid]","OMOP2030960","RxNorm Extension","RX","arb","candesartan"
41146737,"sacubitril 97 MG / valsartan 103 MG Delayed Release Oral Tablet Box of 20","OMOP2344699","RxNorm Extension","RX","arb","valsartan"
36268843,"irbesartan 300 MG Delayed Release Oral Tablet [IRBESARTAN TEVA] Box of 98 by TEVA","OMOP3119718","RxNorm Extension","RX","arb","irbesartan"
44023003,"Sandoz Losartan Hct Ds","OMOP1017634","RxNorm Extension","RX","arb","losartan"
36263461,"Hydrochlorothiazide 25 MG / olmesartan 20 MG Delayed Release Oral Tablet [COOLMETEC] Box of 98 by Daiichi Sankyo","OMOP3114336","RxNorm Extension","RX","arb","olmesartan"
41255836,"Amlodipine 6.94 MG / olmesartan 40 MG Oral Tablet [Sevikar] Box of 98","OMOP2453798","RxNorm Extension","RX","arb","olmesartan"
40740355,"Losartan 50 MG Oral Tablet Box of 28 by Bristol Labs","OMOP4716806","RxNorm Extension","RX","arb","losartan"
42928073,"telmisartan Oral Tablet [PRITELMI]","OMOP4654872","RxNorm Extension","RX","arb","telmisartan"
21141431,"valsartan 160 MG Oral Tablet Box of 28 by Waymade","OMOP374323","RxNorm Extension","RX","arb","valsartan"
41043431,"candesartan 4 MG Oral Tablet [Candesartancilexetil Hennig] Box of 56 by Hennig","OMOP2241393","RxNorm Extension","RX","arb","candesartan"
43188841,"Hydrochlorothiazide / valsartan Delayed Release Oral Tablet [VALSARTAN HYDROCHLOROTHIAZIDE ZYDUS]","OMOP510447","RxNorm Extension","RX","arb","valsartan"
45215979,"Hydrochlorothiazide 12.5 MG / valsartan 80 MG Oral Tablet","00591231510","NDC","ND","arb","valsartan"
36066214,"hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet [CoAprovel] Box of 28 by CST","OMOP4992627","RxNorm Extension","RX","arb","irbesartan"
41260216,"Hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet [Valsartan Hct Dura] Box of 56 by Mylan","OMOP2458178","RxNorm Extension","RX","arb","valsartan"
2059420,"hydrochlorothiazide 12.5 MG / losartan 45.8 MG Oral Tablet [NEWCOSAR PLUS] by Dasan","OMOP4960494","RxNorm Extension","RX","arb","losartan"
40902075,"telmisartan 80 MG Oral Tablet [Telmisartan Ratiopharm] Box of 56","OMOP2100037","RxNorm Extension","RX","arb","telmisartan"
40969826,"Hydrochlorothiazide 25 MG / Losartan 100 MG Delayed Release Oral Tablet [Losartan Eumann H2u] Box of 98","OMOP2167788","RxNorm Extension","RX","arb","losartan"
40854363,"irbesartan 150 MG Oral Tablet [Irbesartan Heumann] Box of 98 by Heumann","OMOP2052325","RxNorm Extension","RX","arb","irbesartan"
2064297,"hydrochlorothiazide 12.5 MG / telmisartan 40 MG [TELMIBETA PLUS]","OMOP4965599","RxNorm Extension","RX","arb","telmisartan"
45156727,"Hydrochlorothiazide 12.5 MG / Losartan 100 MG Oral Tablet [Hyzaar 100/12.5]","55370045034","NDC","ND","arb","losartan"
43678403,"valsartan 320 MG Oral Tablet [Valsartan Aaa]","OMOP693662","RxNorm Extension","RX","arb","valsartan"
42930244,"Amlodipine 10 MG / telmisartan 40 MG [TWINCURE]","OMOP4657014","RxNorm Extension","RX","arb","telmisartan"
46250283,"Amlodipine 5 MG / valsartan 320 MG Oral Tablet","13811068601","NDC","ND","arb","valsartan"
40876493,"Hydrochlorothiazide 25 MG / Losartan 100 MG Delayed Release Oral Tablet [Losargamma] Box of 56","OMOP2074455","RxNorm Extension","RX","arb","losartan"
35161216,"telmisartan 80 MG Oral Tablet by Mitsubishi Tanabe","OMOP4818190","RxNorm Extension","RX","arb","telmisartan"
41135461,"irbesartan 150 MG Delayed Release Oral Tablet [Irbesartan Actavis] Box of 98 by Puren","OMOP2333423","RxNorm Extension","RX","arb","irbesartan"
45373078,"Hydrochlorothiazide 25 MG / valsartan 320 MG Oral Tablet [Diovan HCT 320/25]","17088006001","NDC","ND","arb","valsartan"
43277753,"Hydrochlorothiazide 12.5 MG / telmisartan 40 MG Oral Tablet [Teltartan]","OMOP534032","RxNorm Extension","RX","arb","telmisartan"
41126236,"Hydrochlorothiazide 25 MG / irbesartan 300 MG Oral Tablet [Irbesartan Hexal] Box of 28","OMOP2324198","RxNorm Extension","RX","arb","irbesartan"
44411953,"amlodipine 5 MG / hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG Oral Tablet","49884078609","NDC","ND","arb","olmesartan"
43167898,"Hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet [Tolucombi] Box of 30","OMOP447408","RxNorm Extension","RX","arb","telmisartan"
43617980,"Hydrochlorothiazide 12.5 MG / Losartan 100 MG Oral Tablet [Losarplus Al] by Aliud","OMOP790971","RxNorm Extension","RX","arb","losartan"
36257356,"valsartan 80 MG Oral Tablet [VALSARTAN KRKA]","OMOP3108231","RxNorm Extension","RX","arb","valsartan"
40721014,"candesartan 2 MG Oral Tablet by Crescent","OMOP4736670","RxNorm Extension","RX","arb","candesartan"
40851586,"telmisartan 80 MG Oral Tablet [Telmisartan 1a Pharma] Box of 98 by 1 A","OMOP2049548","RxNorm Extension","RX","arb","telmisartan"
40938704,"Hydrochlorothiazide 25 MG / valsartan 160 MG Delayed Release Oral Tablet [Codiovan] Box of 28","OMOP2136666","RxNorm Extension","RX","arb","valsartan"
40985602,"candesartan 16 MG [Cande Q]","OMOP2183564","RxNorm Extension","RX","arb","candesartan"
2064779,"amlodipine 10 MG / telmisartan 40 MG [TELLAPINE]","OMOP4966077","RxNorm Extension","RX","arb","telmisartan"
43155850,"valsartan 80 MG [VALSARTAN ARROW GENERIQUES]","OMOP506490","RxNorm Extension","RX","arb","valsartan"
43158413,"irbesartan 300 MG [IRBESARTAN REF]","OMOP460107","RxNorm Extension","RX","arb","irbesartan"
43194791,"telmisartan 80 MG Oral Tablet [PRITOR] Box of 90 by Bayer","OMOP491165","RxNorm Extension","RX","arb","telmisartan"
45282151,"irbesartan 150 MG Oral Tablet [Avapro]","00087277232","NDC","ND","arb","irbesartan"
43515808,"candesartan 32 MG / Hydrochlorothiazide 25 MG Oral Tablet Box of 30 by Chemmart","OMOP2802923","RxNorm Extension","RX","arb","candesartan"
40810839,"Losartan Kalium Volkspharma","OMOP2008801","RxNorm Extension","RX","arb","losartan"
43732217,"candesartan 16 MG [Candesartancilexetil Sandoz]","OMOP695350","RxNorm Extension","RX","arb","candesartan"
41082653,"candesartan / Hydrochlorothiazide Oral Tablet [Blopress Plus Kohlpharma]","OMOP2280615","RxNorm Extension","RX","arb","candesartan"
42705342,"azilsartan / Chlorthalidone Oral Tablet [Edarbyclor 40/25]","1235154","RxNorm","RX","arb","azilsartan"
42933549,"valsartan Oral Tablet [VASATAN]","OMOP4660286","RxNorm Extension","RX","arb","valsartan"
21151248,"Hydrochlorothiazide 12.5 MG / valsartan 80 MG Oral Tablet [Co-Diovan] Box of 28 by Necessity Supplies","OMOP374487","RxNorm Extension","RX","arb","valsartan"
44022744,"Teva-Telmisartan Hctz","OMOP1017375","RxNorm Extension","RX","arb","telmisartan"
41281762,"Hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet [Codiovan] Box of 56","OMOP2479724","RxNorm Extension","RX","arb","valsartan"
43571072,"Losartan 12,5 - 1 A Pharma","OMOP889855","RxNorm Extension","RX","arb","losartan"
42933067,"Amlodipine 5 MG / valsartan 160 MG [AVALTAN]","OMOP4659799","RxNorm Extension","RX","arb","valsartan"
42955628,"Hydrochlorothiazide 12.5 MG / olmesartan 20 MG [OLMEACT PLUS]","OMOP4682166","RxNorm Extension","RX","arb","olmesartan"
43167902,"Hydrochlorothiazide 25 MG / telmisartan 80 MG Oral Tablet [MicardisPlus] Box of 30 by BOEHRINGER INGELHEIM INTERNATIONAL","OMOP447427","RxNorm Extension","RX","arb","telmisartan"
44013114,"Act Losartan/Hct","OMOP1007745","RxNorm Extension","RX","arb","losartan"
42825094,"losartan potassium 50 MG Oral Tablet","53002164300","NDC","ND","arb","losartan"
43642330,"telmisartan 20 MG Oral Tablet [Telmisartan Fair-Med Healthcare]","OMOP694526","RxNorm Extension","RX","arb","telmisartan"
42875603,"olmesartan 10 MG Oral Tablet Box of 28 by Hecgmbh","OMOP4872717","RxNorm Extension","RX","arb","olmesartan"
44441853,"Hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet","61786087819","NDC","ND","arb","valsartan"
36119929,"losartan 25 MG Oral Tablet Box of 28 by Crescent","OMOP5048834","RxNorm Extension","RX","arb","losartan"
40224153,"amlodipine / hydrochlorothiazide / olmesartan Oral Tablet","999966","RxNorm","RX","arb","olmesartan"
43178964,"Hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet [TELMISARTAN/HYDROCHLOROTHIAZIDE ARROW] Box of 30","OMOP447366","RxNorm Extension","RX","arb","telmisartan"
45146716,"hydrochlorothiazide 25 MG / losartan potassium 100 MG Oral Tablet","00378142077","NDC","ND","arb","losartan"
41104041,"irbesartan 150 MG Oral Tablet [Aprovel] Box of 56 by Sanofi","OMOP2302003","RxNorm Extension","RX","arb","irbesartan"
36259916,"telmisartan 80 MG Oral Tablet [TELMISARTAN EG]","OMOP3110791","RxNorm Extension","RX","arb","telmisartan"
21066979,"Losartan 100 MG Oral Tablet by Waymade","OMOP282454","RxNorm Extension","RX","arb","losartan"
2062914,"amlodipine 5 MG / hydrochlorothiazide 12.5 MG / olmesartan 20 MG [SEVITHERA HCT]","OMOP4964169","RxNorm Extension","RX","arb","olmesartan"
44463322,"valsartan 80 MG Oral Tablet","50090242401","NDC","ND","arb","valsartan"
44963503,"hydrochlorothiazide 12.5 MG / losartan potassium 50 MG Oral Tablet","13668011690","NDC","ND","arb","losartan"
36180084,"losartan potassium 25 MG Oral Tablet","68788721303","NDC","ND","arb","losartan"
37592873,"Losartan 100 MG Oral Tablet by Puren","OMOP4782315","RxNorm Extension","RX","arb","losartan"
36275736,"Hydrochlorothiazide 12.5 MG / Losartan 50 MG Oral Tablet [Co-Losartan Apotex]","OMOP3126611","RxNorm Extension","RX","arb","losartan"
40154693,"Hydrochlorothiazide / valsartan Oral Tablet [Diovan HCT 160/25]","809021","RxNorm","RX","arb","valsartan"
46254404,"valsartan 80 MG Oral Tablet","54868645800","NDC","ND","arb","valsartan"
40740336,"Hydrochlorothiazide 12.5 MG / Losartan 100 MG Oral Tablet Box of 28 by Milpharm","OMOP4716825","RxNorm Extension","RX","arb","losartan"
42933309,"valsartan 80 MG [HANALL VALSARTAN]","OMOP4660043","RxNorm Extension","RX","arb","valsartan"
44087745,"telmisartan 80 MG Oral Tablet [Auro-Telmisartan] by Auro","OMOP1082376","RxNorm Extension","RX","arb","telmisartan"
35869104,"valsartan 80 MG Oral Capsule [Jiafei]","OMOP5025504","RxNorm Extension","RX","arb","valsartan"
45362801,"valsartan 160 MG Oral Tablet [Diovan]","58016077704","NDC","ND","arb","valsartan"
41260206,"Hydrochlorothiazide 12.5 MG / valsartan 320 MG Oral Tablet [Valsartan Hct Stada] Box of 98 by Stada","OMOP2458168","RxNorm Extension","RX","arb","valsartan"
44981049,"Hydrochlorothiazide 12.5 MG / Losartan Potassium 100 MG Oral Tablet","21695096630","NDC","ND","arb","losartan"
43260469,"candesartan 8 MG Oral Tablet Box of 30 by Sandoz","OMOP570464","RxNorm Extension","RX","arb","candesartan"
44106709,"candesartan 16 MG [Teva-Candesartan]","OMOP1101340","RxNorm Extension","RX","arb","candesartan"
21043332,"Hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet [Co-Diovan] by Novartis","OMOP374523","RxNorm Extension","RX","arb","valsartan"
40922385,"Hydrochlorothiazide 25 MG / irbesartan 300 MG [Irbesartan Hct Zentiva]","OMOP2120347","RxNorm Extension","RX","arb","irbesartan"
35151460,"valsartan 160 MG Oral Tablet by Tatsumi Kagaku","OMOP4808508","RxNorm Extension","RX","arb","valsartan"
36181293,"valsartan 160 MG Oral Tablet","71335009706","NDC","ND","arb","valsartan"
42969136,"olmesartan 20 MG / rosuvastatin 20 MG Oral Tablet [OLOSTAR]","OMOP4695573","RxNorm Extension","RX","arb","olmesartan"
44911791,"valsartan 80 mg/1 TABLET [Diovan]","067544403","NDC","ND","arb","valsartan"
44420967,"telmisartan 80 MG Oral Tablet","67877048433","NDC","ND","arb","telmisartan"
44491543,"irbesartan 300mg/300mg ORAL TABLET","693670121","NDC","ND","arb","irbesartan"
43852121,"Hydrochlorothiazide 25 MG / telmisartan 80 MG [Sanluper]","OMOP796850","RxNorm Extension","RX","arb","telmisartan"
42932860,"Amlodipine 5 MG / valsartan 80 MG [AVALTAN]","OMOP4659596","RxNorm Extension","RX","arb","valsartan"
43033466,"Hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet [NISISCO]","OMOP4848515","RxNorm Extension","RX","arb","valsartan"
41293734,"Amlodipine 13.9 MG / olmesartan 40 MG Oral Tablet [Sevikar] Box of 98 by Axicorp","OMOP2491696","RxNorm Extension","RX","arb","olmesartan"
2064598,"amlodipine 5 MG / rosuvastatin 5 MG / telmisartan 40 MG Oral Tablet [TRI IN ONE] by Daewon","OMOP4965886","RxNorm Extension","RX","arb","telmisartan"
44111997,"Hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet [Novo-Valsartan/Hctz]","OMOP1106628","RxNorm Extension","RX","arb","valsartan"
42824324,"hydrochlorothiazide 12.5 MG / valsartan 80 MG Oral Tablet","46708045330","NDC","ND","arb","valsartan"
40973472,"candesartan 8 MG Oral Tablet [Candesartancilexetil Ct] Box of 98","OMOP2171434","RxNorm Extension","RX","arb","candesartan"
41135752,"Hydrochlorothiazide 25 MG / telmisartan 80 MG Oral Tablet Box of 56 by AbZ-Pharma","OMOP2333714","RxNorm Extension","RX","arb","telmisartan"
41260213,"Hydrochlorothiazide 12.5 MG / valsartan 80 MG Oral Tablet [Valsartan Actavis] Box of 28 by Puren","OMOP2458175","RxNorm Extension","RX","arb","valsartan"
40916786,"Hydrochlorothiazide 12.5 MG / valsartan 320 MG Oral Tablet Box of 98 by AbZ-Pharma","OMOP2114748","RxNorm Extension","RX","arb","valsartan"
45020576,"Hydrochlorothiazide 12.5 MG / Losartan 100 MG Oral Tablet [Hyzaar 100/12.5]","55370045009","NDC","ND","arb","losartan"
36259098,"Hydrochlorothiazide 12.5 MG / valsartan 80 MG [Co-Bespres]","OMOP3109973","RxNorm Extension","RX","arb","valsartan"
995196,"Amlodipine 5 MG / candesartan 16 MG Oral Capsule","OMOP4821707","RxNorm Extension","RX","arb","candesartan"
41198323,"Hydrochlorothiazide 25 MG / valsartan 320 MG Oral Tablet [Valsartan Hexal] Box of 98 by Novartis","OMOP2396285","RxNorm Extension","RX","arb","valsartan"
43158398,"irbesartan 150 MG [IRBESARTAN ISOMED]","OMOP459972","RxNorm Extension","RX","arb","irbesartan"
44961662,"losartan potassium ORAL 20101006 TABLET, FILM COATED [losartan potassium]","043063477","NDC","ND","arb","losartan"
40856446,"candesartan 8 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Atacand Plus] Box of 28 by Cc","OMOP2054408","RxNorm Extension","RX","arb","candesartan"
41010546,"Hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet [Irbesartan Hormosan] Box of 98 by Hormosan","OMOP2208508","RxNorm Extension","RX","arb","irbesartan"
36777150,"Valsartan / Hydrochlorothiazide Krka","OMOP4765484","RxNorm Extension","RX","arb","valsartan"
44433178,"losartan potassium 100 MG Oral Tablet","68788633309","NDC","ND","arb","losartan"
42950458,"Amlodipine 5 MG / Losartan 50 MG [LOSARDIPINE]","OMOP4677033","RxNorm Extension","RX","arb","losartan"
43294123,"irbesartan 150 MG Oral Tablet by Terry White Chemists","OMOP535457","RxNorm Extension","RX","arb","irbesartan"
36505773,"Amlodipine 10 MG / valsartan 160 MG [Copalia]","OMOP4836476","RxNorm Extension","RX","arb","valsartan"
35157314,"valsartan 20 MG Oral Tablet by Daiichi Sankyo","OMOP4814320","RxNorm Extension","RX","arb","valsartan"
44072572,"Temazepam 30 MG Oral Capsule [TELMISARTAN TEVA]","OMOP1067203","RxNorm Extension","RX","arb","telmisartan"
43157012,"candesartan / Hydrochlorothiazide Oral Tablet [CANDESARTAN/HYDROCHLOROTHIAZIDE KRKA]","OMOP447567","RxNorm Extension","RX","arb","candesartan"
41026100,"valsartan 160 MG Oral Tablet [Valsartan Stada] Box of 28","OMOP2224062","RxNorm Extension","RX","arb","valsartan"
42955833,"olmesartan 20 MG [OLMESAR]","OMOP4682374","RxNorm Extension","RX","arb","olmesartan"
41008924,"olmesartan 40 MG Oral Tablet [Olmetec] Box of 98 by Daiichi Sankyo","OMOP2206886","RxNorm Extension","RX","arb","olmesartan"
42933158,"Amlodipine / valsartan Oral Tablet [LEGOFORGE]","OMOP4659888","RxNorm Extension","RX","arb","valsartan"
36270600,"Hydrochlorothiazide 25 MG / Losartan 100 MG Delayed Release Oral Tablet [Co-Losartan Apotex] Box of 98","OMOP3121475","RxNorm Extension","RX","arb","losartan"
40907450,"Hydrochlorothiazide 12.5 MG / Losartan 100 MG Delayed Release Oral Tablet [Losartan Hct] Box of 56","OMOP2105412","RxNorm Extension","RX","arb","losartan"
43618023,"candesartan 32 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [CANDESARTAN ACTAVIS] by Actavis","OMOP797872","RxNorm Extension","RX","arb","candesartan"
40991512,"irbesartan 225 MG Oral Tablet Box of 56","OMOP2189474","RxNorm Extension","RX","arb","irbesartan"
43195016,"candesartan 4 MG Oral Tablet [CANDESARTAN TEVA SANTE] Box of 30 by TEVA","OMOP493251","RxNorm Extension","RX","arb","candesartan"
1225858,"losartan potassium 50 MG Oral Tablet","53002364309","NDC","ND","arb","losartan"
43276578,"Amlodipine 5 MG / telmisartan 40 MG Oral Tablet Box of 98","OMOP542941","RxNorm Extension","RX","arb","telmisartan"
44442682,"hydrochlorothiazide 12.5 MG / telmisartan 40 MG Oral Tablet","62332020930","NDC","ND","arb","telmisartan"
43036158,"irbesartan 75 MG Delayed Release Oral Tablet Box of 90 by Evolupharm","OMOP4851199","RxNorm Extension","RX","arb","irbesartan"
40930893,"candesartan 32 MG / Hydrochlorothiazide 25 MG Oral Tablet Box of 28","OMOP2128855","RxNorm Extension","RX","arb","candesartan"
41259962,"irbesartan 300 MG Oral Tablet [Irbesartan Pfizer] Box of 56 by Pfizer","OMOP2457924","RxNorm Extension","RX","arb","irbesartan"
593497,"valsartan 40mg/1 ORAL TABLET","764830026","NDC","ND","arb","valsartan"
44050460,"Hydrochlorothiazide 25 MG / irbesartan 300 MG Oral Tablet [Ratio-Irbesartan] by TEVA","OMOP1045091","RxNorm Extension","RX","arb","irbesartan"
45036745,"Hydrochlorothiazide 25 MG / Losartan Potassium 100 MG Oral Tablet","54569618001","NDC","ND","arb","losartan"
42955632,"Hydrochlorothiazide 12.5 MG / olmesartan 20 MG [NEWMESARTAN PLUS]","OMOP4682170","RxNorm Extension","RX","arb","olmesartan"
44480510,"amlodipine, valsartan and hydrochlorothiazide 10mg/1 / 25mg/1 / 160mg/1 ORAL TABLET, FILM COATED","572970774","NDC","ND","arb","valsartan"
41113366,"eprosartan Oral Tablet [Eprosartan Ct]","OMOP2311328","RxNorm Extension","RX","arb","eprosartan"
44949793,"olmesartan medoxomil 20 MG Oral Tablet [Benicar]","49999081530","NDC","ND","arb","olmesartan"
42930021,"Amlodipine 5 MG / telmisartan 80 MG Oral Tablet [TESARBI]","OMOP4656794","RxNorm Extension","RX","arb","telmisartan"
44874434,"candesartan cilexetil 32 MG / hydrochlorothiazide 12.5 MG Oral Tablet","00378300205","NDC","ND","arb","candesartan"
43654204,"Hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet [Mogilarta]","OMOP796403","RxNorm Extension","RX","arb","telmisartan"
43138184,"Losartan 100 MG Delayed Release Oral Tablet [LOSARTAN ZENTIVA] Box of 28","OMOP477280","RxNorm Extension","RX","arb","losartan"
43288689,"irbesartan 300 MG Oral Tablet by SANDOZ","OMOP535519","RxNorm Extension","RX","arb","irbesartan"
43690185,"Hydrochlorothiazide 25 MG / Losartan 100 MG [Losargamma]","OMOP791136","RxNorm Extension","RX","arb","losartan"
42950686,"Hydrochlorothiazide 12.5 MG / Losartan 50 MG [LOZETIN PLUS]","OMOP4677259","RxNorm Extension","RX","arb","losartan"
43516588,"Hydrochlorothiazide 12.5 MG / olmesartan 20 MG Oral Tablet by Alembic","OMOP2803703","RxNorm Extension","RX","arb","olmesartan"
40166560,"aliskiren 150 MG / valsartan 160 MG Oral Tablet [Valturna]","864779","RxNorm","RX","arb","valsartan"
43660305,"Losartan 50 MG Oral Tablet [Losar-Q]","OMOP691756","RxNorm Extension","RX","arb","losartan"
41188835,"Hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet [Irbecor] Box of 100","OMOP2386797","RxNorm Extension","RX","arb","irbesartan"
36392829,"losartan potassium 100 MG Oral Tablet","71610046560","NDC","ND","arb","losartan"
42926047,"candesartan 16 MG [CANDETA]","OMOP4652868","RxNorm Extension","RX","arb","candesartan"
21037492,"Losartan 50 MG Oral Tablet Box of 28 by Dowelhurst","OMOP282639","RxNorm Extension","RX","arb","losartan"
45901312,"valsartan 40 MG Oral Tablet","46708004430","NDC","ND","arb","valsartan"
42955830,"olmesartan 20 MG [OLBECA]","OMOP4682371","RxNorm Extension","RX","arb","olmesartan"
43133819,"Hydrochlorothiazide 12.5 MG / valsartan 160 MG Delayed Release Oral Tablet [VALSARTAN/HYDROCHLOROTHIAZIDE RANBAXY]","OMOP512719","RxNorm Extension","RX","arb","valsartan"
43149112,"Losartan 50 MG Delayed Release Oral Tablet [LOSARTAN TORRENT] Box of 90 by Torrent","OMOP477127","RxNorm Extension","RX","arb","losartan"
44186621,"candesartan 16 MG Oral Tablet [Candesartan Puren] Box of 56 by Puren","OMOP3063344","RxNorm Extension","RX","arb","candesartan"
36195792,"losartan potassium 100mg/1 ORAL TABLET, FILM COATED","716100083","NDC","ND","arb","losartan"
43654222,"Hydrochlorothiazide / irbesartan Oral Tablet [Irbesartan-Hormosan Comp]","OMOP799748","RxNorm Extension","RX","arb","irbesartan"
42933278,"valsartan 80 MG Oral Tablet [ETEX VALSARTAN]","OMOP4660008","RxNorm Extension","RX","arb","valsartan"
45244230,"candesartan cilexetil 32mg/1 ORAL TABLET","605053621","NDC","ND","arb","candesartan"
43732472,"olmesartan 40 MG Oral Tablet [Olmesartanmedoxomil Mylan]","OMOP699729","RxNorm Extension","RX","arb","olmesartan"
43191226,"irbesartan 75 MG Delayed Release Oral Tablet [Aprovel] Box of 56 by Sanofi","OMOP459865","RxNorm Extension","RX","arb","irbesartan"
44118247,"valsartan 80 MG [Sandoz Valsartan]","OMOP1112878","RxNorm Extension","RX","arb","valsartan"
44478329,"losartan potassium and hydrochlorothiazide 100mg/1 / 12.5mg/1 ORAL TABLET, FILM COATED","523430117","NDC","ND","arb","losartan"
40845355,"Hydrochlorothiazide 25 MG / Losartan 100 MG Oral Tablet [Fortzaar Varipharm] Box of 28","OMOP2043317","RxNorm Extension","RX","arb","losartan"
45156063,"Losartan Potassium 100 MG Oral Tablet [Cozaar]","54868233501","NDC","ND","arb","losartan"
43660498,"candesartan 16 MG Oral Tablet [Candesartancilexetil Mylan]","OMOP695362","RxNorm Extension","RX","arb","candesartan"
43167905,"Hydrochlorothiazide 12.5 MG / telmisartan 40 MG [TELMISARTAN/HYDROCHLOROTHIAZIDE ARROW]","OMOP447489","RxNorm Extension","RX","arb","telmisartan"
43028834,"Losartan 100 MG Oral Tablet Box of 90 by MSD","OMOP4843914","RxNorm Extension","RX","arb","losartan"
43155870,"valsartan 80 MG Delayed Release Oral Tablet [VALSARTAN MYLAN PHARMA] Box of 30","OMOP507288","RxNorm Extension","RX","arb","valsartan"
44426772,"hydrochlorothiazide 12.5 MG / losartan potassium 100 MG Oral Tablet","57237020899","NDC","ND","arb","losartan"
45354123,"Candesartan Cilexetil Hydrochlorothiazide 32; 25 mg/1; mg/1 TABLET [Candesartan Cilexetil-Hydrochlorothiazide]","049884664","NDC","ND","arb","candesartan"
