concept_id,concept_code,concept_name,vocabulary_id
44811933,908651000000101,Stage 1 hypertension (NICE 2011) with evidence of end organ damage,SNOMED
44811932,908631000000108,Stage 1 hypertension (NICE 2011) without evidence of end organ damage,SNOMED
44809026,843821000000102,Stage 1 hypertension (NICE - National Institute for Health and Clinical Excellence 2011),SNOMED
44809569,846371000000103,Stage 2 hypertension (NICE - National Institute for Health and Clinical Excellence 2011),SNOMED
37016726,712832005,Supine hypertension,SNOMED
4242878,59720008,Sustained diastolic hypertension,SNOMED
4180283,429457004,Systolic essential hypertension,SNOMED
4209293,56218007,Systolic hypertension,SNOMED
4035655,15394000,Toxemia of pregnancy,SNOMED
4199306,52698002,Transient hypertension,SNOMED
441922,237279007,Transient hypertension of pregnancy,SNOMED
137940,198965005,Transient hypertension of pregnancy - delivered,SNOMED
141639,198966006,Transient hypertension of pregnancy - delivered with postnatal complication,SNOMED
136760,198967002,Transient hypertension of pregnancy - not delivered,SNOMED
4062906,198968007,Transient hypertension of pregnancy with postnatal complication,SNOMED
NA,P000,Fetus and newborn affected by maternal hypertensive disorders,ICD10
NA,I152,Hypertension secondary to endocrine disorders,ICD10
NA,I151,Hypertension secondary to other renal disorders,ICD10
NA,I674,Hypertensive encephalopathy,ICD10
NA,I139,"Hypertensive heart and renal disease, unspecified",ICD10
NA,I132,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,ICD10
NA,I130,Hypertensive heart and renal disease with (congestive) heart failure,ICD10
NA,I131,Hypertensive heart and renal disease with renal failure,ICD10
NA,I110,Hypertensive heart disease with (congestive) heart failure,ICD10
NA,I119,Hypertensive heart disease without (congestive) heart failure,ICD10
NA,I129,Hypertensive renal disease without renal failure,ICD10
NA,I120,Hypertensive renal disease with renal failure,ICD10
NA,P292,Neonatal hypertension,ICD10
NA,I158,Other secondary hypertension,ICD10
NA,O100,"Pre-existing essential hypertension complicating pregnancy, childbirth and the puerperium",ICD10
NA,O103,"Pre-existing hypertensive heart and renal disease complicating pregnancy, childbirth and the puerperium",ICD10
NA,O101,"Pre-existing hypertensive heart disease complicating pregnancy, childbirth and the puerperium",ICD10
NA,O102,"Pre-existing hypertensive renal disease complicating pregnancy, childbirth and the puerperium",ICD10
NA,O104,"Pre-existing secondary hypertension complicating pregnancy, childbirth and the puerperium",ICD10
NA,I150,Renovascular hypertension,ICD10
NA,I159,"Secondary hypertension, unspecified",ICD10
NA,O109,"Unspecified pre-existing hypertension complicating pregnancy, childbirth and the puerperium",ICD10
NA,O134,"Gestational [pregnancy-induced] hypertension without significant proteinuria, complicating childbirth",ICD10CM
NA,O135,"Gestational [pregnancy-induced] hypertension without significant proteinuria, complicating the puerperium",ICD10CM
NA,O131,"Gestational [pregnancy-induced] hypertension without significant proteinuria, first trimester",ICD10CM
NA,O132,"Gestational [pregnancy-induced] hypertension without significant proteinuria, second trimester",ICD10CM
NA,O133,"Gestational [pregnancy-induced] hypertension without significant proteinuria, third trimester",ICD10CM
NA,O139,"Gestational [pregnancy-induced] hypertension without significant proteinuria, unspecified trimester",ICD10CM
NA,I152,Hypertension secondary to endocrine disorders,ICD10CM
NA,I151,Hypertension secondary to other renal disorders,ICD10CM
NA,I129,"Hypertensive chronic kidney disease with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",ICD10CM
NA,I120,Hypertensive chronic kidney disease with stage 5 chronic kidney disease or end stage renal disease,ICD10CM
NA,I169,"Hypertensive crisis, unspecified",ICD10CM
NA,I161,Hypertensive emergency,ICD10CM
NA,I674,Hypertensive encephalopathy,ICD10CM
NA,I130,"Hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",ICD10CM
NA,I132,"Hypertensive heart and chronic kidney disease with heart failure and with stage 5 chronic kidney disease, or end stage renal disease",ICD10CM
NA,I131,Hypertensive heart and chronic kidney disease without heart failure,ICD10CM
NA,I1310,"Hypertensive heart and chronic kidney disease without heart failure, with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",ICD10CM
NA,I1311,"Hypertensive heart and chronic kidney disease without heart failure, with stage 5 chronic kidney disease, or end stage renal disease",ICD10CM
NA,I110,Hypertensive heart disease with heart failure,ICD10CM
NA,I119,Hypertensive heart disease without heart failure,ICD10CM
NA,H3503,Hypertensive retinopathy,ICD10CM
NA,H35033,"Hypertensive retinopathy, bilateral",ICD10CM
NA,H35032,"Hypertensive retinopathy, left eye",ICD10CM
NA,H35031,"Hypertensive retinopathy, right eye",ICD10CM
NA,H35039,"Hypertensive retinopathy, unspecified eye",ICD10CM
NA,I160,Hypertensive urgency,ICD10CM
NA,P292,Neonatal hypertension,ICD10CM
NA,P000,Newborn affected by maternal hypertensive disorders,ICD10CM
NA,I158,Other secondary hypertension,ICD10CM
NA,I973,Postprocedural hypertension,ICD10CM
NA,O1002,Pre-existing essential hypertension complicating childbirth,ICD10CM
NA,O1001,"Pre-existing essential hypertension complicating pregnancy,",ICD10CM
NA,O100,"Pre-existing essential hypertension complicating pregnancy, childbirth and the puerperium",ICD10CM
NA,O10011,"Pre-existing essential hypertension complicating pregnancy, first trimester",ICD10CM
NA,O10012,"Pre-existing essential hypertension complicating pregnancy, second trimester",ICD10CM
NA,O10013,"Pre-existing essential hypertension complicating pregnancy, third trimester",ICD10CM
NA,O10019,"Pre-existing essential hypertension complicating pregnancy, unspecified trimester",ICD10CM
NA,O1003,Pre-existing essential hypertension complicating the puerperium,ICD10CM
NA,O114,"Pre-existing hypertension with pre-eclampsia, complicating childbirth",ICD10CM
NA,O115,"Pre-existing hypertension with pre-eclampsia, complicating the puerperium",ICD10CM
NA,O111,"Pre-existing hypertension with pre-eclampsia, first trimester",ICD10CM
NA,O112,"Pre-existing hypertension with pre-eclampsia, second trimester",ICD10CM
NA,O113,"Pre-existing hypertension with pre-eclampsia, third trimester",ICD10CM
NA,O119,"Pre-existing hypertension with pre-eclampsia, unspecified trimester",ICD10CM
NA,O1022,Pre-existing hypertensive chronic kidney disease complicating childbirth,ICD10CM
NA,O1021,Pre-existing hypertensive chronic kidney disease complicating pregnancy,ICD10CM
NA,O102,"Pre-existing hypertensive chronic kidney disease complicating pregnancy, childbirth and the puerperium",ICD10CM
NA,O10211,"Pre-existing hypertensive chronic kidney disease complicating pregnancy, first trimester",ICD10CM
NA,O10212,"Pre-existing hypertensive chronic kidney disease complicating pregnancy, second trimester",ICD10CM
NA,O10213,"Pre-existing hypertensive chronic kidney disease complicating pregnancy, third trimester",ICD10CM
NA,O10219,"Pre-existing hypertensive chronic kidney disease complicating pregnancy, unspecified trimester",ICD10CM
NA,O1023,Pre-existing hypertensive chronic kidney disease complicating the puerperium,ICD10CM
NA,O1032,Pre-existing hypertensive heart and chronic kidney disease complicating childbirth,ICD10CM
NA,O1031,Pre-existing hypertensive heart and chronic kidney disease complicating pregnancy,ICD10CM
NA,O103,"Pre-existing hypertensive heart and chronic kidney disease complicating pregnancy, childbirth and the puerperium",ICD10CM
NA,O10311,"Pre-existing hypertensive heart and chronic kidney disease complicating pregnancy, first trimester",ICD10CM
NA,O10312,"Pre-existing hypertensive heart and chronic kidney disease complicating pregnancy, second trimester",ICD10CM
NA,O10313,"Pre-existing hypertensive heart and chronic kidney disease complicating pregnancy, third trimester",ICD10CM
NA,O10319,"Pre-existing hypertensive heart and chronic kidney disease complicating pregnancy, unspecified trimester",ICD10CM
NA,O1033,Pre-existing hypertensive heart and chronic kidney disease complicating the puerperium,ICD10CM
NA,O1012,Pre-existing hypertensive heart disease complicating childbirth,ICD10CM
NA,O1011,Pre-existing hypertensive heart disease complicating pregnancy,ICD10CM
NA,O101,"Pre-existing hypertensive heart disease complicating pregnancy, childbirth and the puerperium",ICD10CM
NA,O10111,"Pre-existing hypertensive heart disease complicating pregnancy, first trimester",ICD10CM
NA,O10112,"Pre-existing hypertensive heart disease complicating pregnancy, second trimester",ICD10CM
NA,O10113,"Pre-existing hypertensive heart disease complicating pregnancy, third trimester",ICD10CM
NA,O10119,"Pre-existing hypertensive heart disease complicating pregnancy, unspecified trimester",ICD10CM
NA,O1013,Pre-existing hypertensive heart disease complicating the puerperium,ICD10CM
NA,O1042,Pre-existing secondary hypertension complicating childbirth,ICD10CM
NA,O1041,Pre-existing secondary hypertension complicating pregnancy,ICD10CM
NA,O104,"Pre-existing secondary hypertension complicating pregnancy, childbirth and the puerperium",ICD10CM
NA,O10411,"Pre-existing secondary hypertension complicating pregnancy, first trimester",ICD10CM
NA,O10412,"Pre-existing secondary hypertension complicating pregnancy, second trimester",ICD10CM
NA,O10413,"Pre-existing secondary hypertension complicating pregnancy, third trimester",ICD10CM
NA,O10419,"Pre-existing secondary hypertension complicating pregnancy, unspecified trimester",ICD10CM
NA,O1043,Pre-existing secondary hypertension complicating the puerperium,ICD10CM
NA,I150,Renovascular hypertension,ICD10CM
NA,I159,"Secondary hypertension, unspecified",ICD10CM
NA,O164,"Unspecified maternal hypertension, complicating childbirth",ICD10CM
NA,O165,"Unspecified maternal hypertension, complicating the puerperium",ICD10CM
NA,O161,"Unspecified maternal hypertension, first trimester",ICD10CM
NA,O162,"Unspecified maternal hypertension, second trimester",ICD10CM
NA,O163,"Unspecified maternal hypertension, third trimester",ICD10CM
NA,O169,"Unspecified maternal hypertension, unspecified trimester",ICD10CM
NA,O1092,Unspecified pre-existing hypertension complicating childbirth,ICD10CM
NA,O1091,Unspecified pre-existing hypertension complicating pregnancy,ICD10CM
NA,O109,"Unspecified pre-existing hypertension complicating pregnancy, childbirth and the puerperium",ICD10CM
NA,O10911,"Unspecified pre-existing hypertension complicating pregnancy, first trimester",ICD10CM
NA,O10912,"Unspecified pre-existing hypertension complicating pregnancy, second trimester",ICD10CM
NA,O10913,"Unspecified pre-existing hypertension complicating pregnancy, third trimester",ICD10CM
NA,O10919,"Unspecified pre-existing hypertension complicating pregnancy, unspecified trimester",ICD10CM
NA,O1093,Unspecified pre-existing hypertension complicating the puerperium,ICD10CM
NA,4011,Benign essential hypertension,ICD9CM
NA,6420,"Benign essential hypertension complicating pregnancy, childbirth, and the puerperium",ICD9CM
NA,64203,"Benign essential hypertension complicating pregnancy, childbirth, and the puerperium, antepartum condition or complication",ICD9CM
NA,64202,"Benign essential hypertension, complicating pregnancy, childbirth, and the puerperium, delivered, with mention of postpartum complication",ICD9CM
NA,64201,"Benign essential hypertension complicating pregnancy, childbirth, and the puerperium, delivered, with or without mention of antepartum condition",ICD9CM
NA,64204,"Benign essential hypertension complicating pregnancy, childbirth, and the puerperium, postpartum condition or complication",ICD9CM
NA,64200,"Benign essential hypertension complicating pregnancy, childbirth, and the puerperium, unspecified as to episode of care or not applicable",ICD9CM
NA,4021,Benign hypertensive heart disease,ICD9CM
NA,40211,Benign hypertensive heart disease with heart failure,ICD9CM
NA,40210,Benign hypertensive heart disease without heart failure,ICD9CM
NA,40511,Benign renovascular hypertension,ICD9CM
NA,4051,Benign secondary hypertension,ICD9CM
NA,36042,Blind hypertensive eye,ICD9CM
NA,99791,"Complications affecting other specified body systems, not elsewhere classified, hypertension",ICD9CM
NA,6421,"Hypertension secondary to renal disease, complicating pregnancy, childbirth, and the puerperium",ICD9CM
NA,64213,"Hypertension secondary to renal disease, complicating pregnancy, childbirth, and the puerperium, antepartum condition or complication",ICD9CM
NA,64212,"Hypertension secondary to renal disease, complicating pregnancy, childbirth, and the puerperium, delivered, with mention of postpartum complication",ICD9CM
NA,64211,"Hypertension secondary to renal disease, complicating pregnancy, childbirth, and the puerperium, delivered, with or without mention of antepartum condition",ICD9CM
NA,64214,"Hypertension secondary to renal disease, complicating pregnancy, childbirth, and the puerperium, postpartum condition or complication",ICD9CM
NA,64210,"Hypertension secondary to renal disease, complicating pregnancy, childbirth, and the puerperium, unspecified as to episode of care or not applicable",ICD9CM
NA,40310,"Hypertensive chronic kidney disease, benign, with chronic kidney disease stage I through stage IV, or unspecified",ICD9CM
NA,40311,"Hypertensive chronic kidney disease, benign, with chronic kidney disease stage V or end stage renal disease",ICD9CM
NA,4030,"Hypertensive chronic kidney disease, malignant",ICD9CM
NA,40300,"Hypertensive chronic kidney disease, malignant, with chronic kidney disease stage I through stage IV, or unspecified",ICD9CM
NA,40301,"Hypertensive chronic kidney disease, malignant, with chronic kidney disease stage V or end stage renal disease",ICD9CM
NA,40390,"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified",ICD9CM
NA,40391,"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage V or end stage renal disease",ICD9CM
NA,4372,Hypertensive encephalopathy,ICD9CM
NA,40413,"Hypertensive heart and chronic kidney disease, benign, with heart failure and chronic kidney disease stage V or end stage renal disease",ICD9CM
NA,40411,"Hypertensive heart and chronic kidney disease, benign, with heart failure and with chronic kidney disease stage I through stage IV, or unspecified",ICD9CM
NA,40410,"Hypertensive heart and chronic kidney disease, benign, without heart failure and with chronic kidney disease stage I through stage IV, or unspecified",ICD9CM
NA,40412,"Hypertensive heart and chronic kidney disease, benign, without heart failure and with chronic kidney disease stage V or end stage renal disease",ICD9CM
NA,4040,"Hypertensive heart and chronic kidney disease, malignant",ICD9CM
NA,40401,"Hypertensive heart and chronic kidney disease, malignant, with heart failure and with chronic kidney disease stage I through stage IV, or unspecified",ICD9CM
NA,40403,"Hypertensive heart and chronic kidney disease, malignant, with heart failure and with chronic kidney disease stage V or end stage renal disease",ICD9CM
NA,40400,"Hypertensive heart and chronic kidney disease, malignant, without heart failure and with chronic kidney disease stage I through stage IV, or unspecified",ICD9CM
NA,40402,"Hypertensive heart and chronic kidney disease, malignant, without heart failure and with chronic kidney disease stage V or end stage renal disease",ICD9CM
NA,40493,"Hypertensive heart and chronic kidney disease, unspecified, with heart failure and chronic kidney disease stage V or end stage renal disease",ICD9CM
NA,40491,"Hypertensive heart and chronic kidney disease, unspecified, with heart failure and with chronic kidney disease stage I through stage IV, or unspecified",ICD9CM
NA,40490,"Hypertensive heart and chronic kidney disease, unspecified, without heart failure and with chronic kidney disease stage I through stage IV, or unspecified",ICD9CM
NA,40492,"Hypertensive heart and chronic kidney disease, unspecified, without heart failure and with chronic kidney disease stage V or end stage renal disease",ICD9CM
NA,4041,"Hypertensive heart and renal disease, benign",ICD9CM
NA,4049,"Hypertensive heart and renal disease, unspecified",ICD9CM
NA,4031,"Hypertensive renal disease, benign",ICD9CM
NA,4039,"Hypertensive renal disease, unspecified",ICD9CM
NA,36211,Hypertensive retinopathy,ICD9CM
NA,4010,Malignant essential hypertension,ICD9CM
NA,4020,Malignant hypertensive heart disease,ICD9CM
NA,40201,Malignant hypertensive heart disease with heart failure,ICD9CM
NA,40200,Malignant hypertensive heart disease without heart failure,ICD9CM
NA,40501,Malignant renovascular hypertension,ICD9CM
NA,4050,Malignant secondary hypertension,ICD9CM
NA,7600,Maternal hypertensive disorders affecting fetus or newborn,ICD9CM
NA,40519,Other benign secondary hypertension,ICD9CM
NA,40509,Other malignant secondary hypertension,ICD9CM
NA,6422,"Other pre-existing hypertension complicating pregnancy, childbirth, and the puerperium",ICD9CM
NA,64223,"Other pre-existing hypertension, complicating pregnancy, childbirth, and the puerperium, antepartum condition or complication",ICD9CM
NA,64222,"Other pre-existing hypertension, complicating pregnancy, childbirth, and the puerperium, delivered, with mention of postpartum complication",ICD9CM
NA,64221,"Other pre-existing hypertension, complicating pregnancy, childbirth, and the puerperium, delivered, with or without mention of antepartum condition",ICD9CM
NA,64224,"Other pre-existing hypertension,complicating pregnancy, childbirth, and the puerperium, , postpartum condition or complication",ICD9CM
NA,64220,"Other pre-existing hypertension complicating pregnancy, childbirth, and the puerperium, unspecified as to episode of care or not applicable",ICD9CM
NA,40599,Other unspecified secondary hypertension,ICD9CM
NA,6427,Pre-eclampsia or eclampsia superimposed on pre-existing hypertension,ICD9CM
NA,64273,"Pre-eclampsia or eclampsia superimposed on pre-existing hypertension, antepartum condition or complication",ICD9CM
NA,64272,"Pre-eclampsia or eclampsia superimposed on pre-existing hypertension, delivered, with mention of postpartum complication",ICD9CM
NA,64271,"Pre-eclampsia or eclampsia superimposed on pre-existing hypertension, delivered, with or without mention of antepartum condition",ICD9CM
NA,64274,"Pre-eclampsia or eclampsia superimposed on pre-existing hypertension, postpartum condition or complication",ICD9CM
NA,64270,"Pre-eclampsia or eclampsia superimposed on pre-existing hypertension, unspecified as to episode of care or not applicable",ICD9CM
NA,6423,Transient hypertension of pregnancy,ICD9CM
NA,64233,"Transient hypertension of pregnancy, antepartum condition or complication",ICD9CM
NA,64232,"Transient hypertension of pregnancy, delivered, with mention of postpartum complication",ICD9CM
NA,64231,"Transient hypertension of pregnancy, delivered , with or without mention of antepartum condition",ICD9CM
NA,64234,"Transient hypertension of pregnancy, postpartum condition or complication",ICD9CM
NA,64230,"Transient hypertension of pregnancy, unspecified as to episode of care or not applicable",ICD9CM
NA,4019,Unspecified essential hypertension,ICD9CM
NA,6429,"Unspecified hypertension complicating pregnancy, childbirth, or the puerperium",ICD9CM
NA,64293,"Unspecified hypertension complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication",ICD9CM
NA,64292,"Unspecified hypertension complicating pregnancy, childbirth, or the puerperium, delivered, with mention of postpartum complication",ICD9CM
NA,64291,"Unspecified hypertension complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition",ICD9CM
NA,64294,"Unspecified hypertension complicating pregnancy, childbirth, or the puerperium, postpartum condition or complication",ICD9CM
NA,64290,"Unspecified hypertension complicating pregnancy, childbirth, or the puerperium, unspecified as to episode of care or not applicable",ICD9CM
NA,4029,Unspecified hypertensive heart disease,ICD9CM
NA,40291,Unspecified hypertensive heart disease with heart failure,ICD9CM
NA,40290,Unspecified hypertensive heart disease without heart failure,ICD9CM
NA,40591,Unspecified renovascular hypertension,ICD9CM
NA,4059,Unspecified secondary hypertension,ICD9CM
